1888.911,247.0628,-324.2015
1888.88,247.0459,-324.2022
1888.849,247.0289,-324.2029
1888.819,247.0119,-324.2036
1888.788,246.9949,-324.2043
1888.757,246.978,-324.2049
1888.726,246.961,-324.2056
1888.695,246.944,-324.2063
1888.665,246.9271,-324.207
1888.634,246.9101,-324.2077
1888.603,246.8932,-324.2084
1888.572,246.8762,-324.2091
1888.541,246.8593,-324.2097
1888.51,246.8423,-324.2104
1888.48,246.8254,-324.2112
1888.449,246.8084,-324.2118
1888.418,246.7915,-324.2125
1888.387,246.7745,-324.2132
1888.357,246.7576,-324.2139
1888.326,246.7406,-324.2146
1888.295,246.7237,-324.2153
1888.264,246.7067,-324.216
1888.233,246.6898,-324.2167
1888.203,246.6729,-324.2174
1888.172,246.6559,-324.2182
1888.141,246.639,-324.2188
1888.11,246.6221,-324.2196
1888.079,246.6051,-324.2202
1888.048,246.5882,-324.221
1888.018,246.5713,-324.2217
1887.987,246.5544,-324.2224
1887.956,246.5374,-324.2231
1887.925,246.5205,-324.2238
1887.894,246.5036,-324.2246
1887.864,246.4867,-324.2252
1887.833,246.4698,-324.226
1887.802,246.4529,-324.2267
1887.771,246.4359,-324.2274
1887.74,246.419,-324.2281
1887.709,246.4021,-324.2289
1887.679,246.3852,-324.2296
1887.648,246.3683,-324.2303
1887.617,246.3514,-324.231
1887.586,246.3345,-324.2317
1887.555,246.3176,-324.2325
1887.524,246.3007,-324.2332
1887.493,246.2838,-324.2339
1887.463,246.2669,-324.2347
1887.432,246.25,-324.2354
1887.401,246.2331,-324.2362
1887.37,246.2162,-324.2369
1887.339,246.1993,-324.2376
1887.309,246.1824,-324.2383
1887.278,246.1655,-324.2391
1887.247,246.1487,-324.2398
1887.216,246.1318,-324.2406
1887.185,246.1149,-324.2413
1887.154,246.098,-324.242
1887.124,246.0811,-324.2428
1887.093,246.0643,-324.2435
1887.062,246.0474,-324.2443
1887.031,246.0305,-324.245
1887,246.0136,-324.2458
1886.969,245.9968,-324.2465
