t,j1,j2,j3,j4,j5,j6
1.63727,-0.450501,0.369178,0.420542,0.466292,0.873202,2.25935e-07
1.66896,-0.448234,0.368639,0.421522,0.462304,0.873686,2.26478e-07
1.69643,-0.445961,0.368107,0.422477,0.458331,0.874212,2.27025e-07
1.72574,-0.443683,0.367582,0.423408,0.454374,0.87478,2.27569e-07
1.76407,-0.441401,0.367064,0.424314,0.450437,0.875389,2.28109e-07
1.79894,-0.439114,0.366553,0.425196,0.44652,0.876041,2.28642e-07
1.82617,-0.436823,0.36605,0.426054,0.442626,0.876734,2.29167e-07
1.85191,-0.434527,0.365553,0.426888,0.438756,0.877468,2.29686e-07
1.87438,-0.432228,0.365064,0.427699,0.434912,0.878243,2.30199e-07
1.89686,-0.429926,0.364582,0.428485,0.431097,0.879058,2.30707e-07
1.92411,-0.42762,0.364107,0.429249,0.427311,0.879913,2.3121e-07
1.95798,-0.425311,0.363639,0.429989,0.423556,0.880808,2.31709e-07
1.98634,-0.422999,0.363178,0.430706,0.419834,0.881741,2.32204e-07
2.01414,-0.420685,0.362724,0.4314,0.416145,0.882713,2.32695e-07
2.04826,-0.418368,0.362277,0.432072,0.412492,0.883722,2.33183e-07
2.08071,-0.41605,0.361837,0.432721,0.408876,0.884767,2.33668e-07
2.10958,-0.413729,0.361403,0.433348,0.405297,0.885849,2.34151e-07
2.13362,-0.411407,0.360976,0.433954,0.401757,0.886965,2.34632e-07
2.15726,-0.409083,0.360555,0.434537,0.398256,0.888116,2.35114e-07
2.18546,-0.406757,0.360141,0.4351,0.394795,0.8893,2.35595e-07
2.21672,-0.404431,0.359733,0.435641,0.391375,0.890516,2.36078e-07
2.24252,-0.402103,0.359331,0.436161,0.387996,0.891764,2.36562e-07
2.2665,-0.399774,0.358935,0.43666,0.384658,0.893041,2.37046e-07
2.29328,-0.397444,0.358546,0.437139,0.381361,0.894348,2.37532e-07
2.31902,-0.395114,0.358162,0.437597,0.378107,0.895683,2.38018e-07
2.35109,-0.392783,0.357784,0.438036,0.374894,0.897045,2.38505e-07
2.39315,-0.390451,0.357411,0.438454,0.371722,0.898432,2.38994e-07
2.42558,-0.388118,0.357044,0.438854,0.368592,0.899844,2.39483e-07
2.4565,-0.385786,0.356682,0.439234,0.365503,0.90128,2.39974e-07
2.49406,-0.383453,0.356325,0.439595,0.362454,0.902738,2.40465e-07
2.52385,-0.381119,0.355974,0.439937,0.359445,0.904217,2.40957e-07
2.55047,-0.378785,0.355627,0.44026,0.356476,0.905717,2.41451e-07
2.58043,-0.376451,0.355285,0.440565,0.353545,0.907236,2.41945e-07
2.60632,-0.374117,0.354948,0.440852,0.350652,0.908773,2.4244e-07
2.63154,-0.371783,0.354615,0.441122,0.347797,0.910327,2.42936e-07
2.66107,-0.369448,0.354287,0.441373,0.344978,0.911896,2.43434e-07
2.6915,-0.367113,0.353963,0.441607,0.342195,0.913481,2.43932e-07
2.72773,-0.364778,0.353644,0.441823,0.339447,0.91508,2.44431e-07
2.7577,-0.362443,0.353328,0.442023,0.336732,0.916692,2.44931e-07
2.78511,-0.360108,0.353016,0.442206,0.33405,0.918316,2.45432e-07
2.80869,-0.357772,0.352709,0.442372,0.331399,0.919952,2.45934e-07
2.83277,-0.355437,0.352405,0.442521,0.32878,0.921597,2.46437e-07
2.86325,-0.353101,0.352105,0.442654,0.32619,0.923253,2.46941e-07
2.90365,-0.350765,0.351809,0.442771,0.323629,0.924917,2.47446e-07
2.93588,-0.348429,0.351516,0.442872,0.321096,0.926589,2.47952e-07
2.96872,-0.346093,0.351227,0.442957,0.31859,0.928269,2.48459e-07
3.01158,-0.343756,0.350941,0.443026,0.31611,0.929955,2.48967e-07
3.04423,-0.34142,0.350658,0.44308,0.313655,0.931648,2.49476e-07
3.0697,-0.339083,0.350379,0.443119,0.311224,0.933346,2.49986e-07
3.09564,-0.336746,0.350103,0.443142,0.308816,0.935048,2.50497e-07
3.13026,-0.334409,0.34983,0.443151,0.30643,0.936756,2.51009e-07
3.18148,-0.332072,0.34956,0.443144,0.304066,0.938467,2.51522e-07
3.21713,-0.329734,0.349294,0.443123,0.301723,0.940181,2.52036e-07
3.24524,-0.327397,0.349031,0.443087,0.299399,0.941898,2.52551e-07
3.26876,-0.325059,0.34877,0.443037,0.297095,0.943618,2.53066e-07
3.29259,-0.322721,0.348513,0.442972,0.29481,0.94534,2.53583e-07
3.32251,-0.320384,0.348258,0.442893,0.292542,0.947064,2.54101e-07
3.36162,-0.318046,0.348007,0.442801,0.290291,0.948789,2.5462e-07
3.39327,-0.315708,0.347758,0.442694,0.288058,0.950515,2.55139e-07
3.42585,-0.31337,0.347513,0.442573,0.28584,0.952241,2.5566e-07
3.4676,-0.311032,0.34727,0.442439,0.283638,0.953969,2.56182e-07
3.49929,-0.308694,0.34703,0.442291,0.281451,0.955696,2.56704e-07
3.52685,-0.306356,0.346793,0.44213,0.279279,0.957424,2.57228e-07
3.55806,-0.304018,0.346559,0.441955,0.277122,0.959151,2.57753e-07
3.58428,-0.30168,0.346327,0.441767,0.274978,0.960877,2.58278e-07
3.60806,-0.299342,0.346099,0.441566,0.272848,0.962603,2.58805e-07
3.63633,-0.297005,0.345873,0.441352,0.270731,0.964328,2.59332e-07
3.66985,-0.294667,0.345651,0.441125,0.268627,0.966052,2.59861e-07
3.69791,-0.29233,0.345431,0.440886,0.266536,0.967774,2.6039e-07
3.72081,-0.289994,0.345213,0.440634,0.264457,0.969495,2.60921e-07
3.74259,-0.287657,0.344999,0.440369,0.26239,0.971215,2.61452e-07
3.76779,-0.285321,0.344788,0.440093,0.260336,0.972932,2.61984e-07
3.79936,-0.282985,0.344579,0.439803,0.258293,0.974647,2.62517e-07
3.84103,-0.28065,0.344373,0.439502,0.256262,0.976361,2.6305e-07
3.87235,-0.278315,0.34417,0.439189,0.254242,0.978072,2.63584e-07
3.89872,-0.275981,0.34397,0.438864,0.252233,0.97978,2.64118e-07
3.92875,-0.273647,0.343772,0.438527,0.250235,0.981486,2.64653e-07
3.95852,-0.271314,0.343578,0.438178,0.248249,0.98319,2.65188e-07
3.99454,-0.268981,0.343386,0.437818,0.246272,0.98489,2.65724e-07
4.0264,-0.266649,0.343197,0.437446,0.244307,0.986587,2.66261e-07
4.05225,-0.264318,0.343011,0.437063,0.242352,0.988281,2.66797e-07
4.0802,-0.261987,0.342827,0.436669,0.240406,0.989972,2.67335e-07
4.11403,-0.259657,0.342647,0.436264,0.238471,0.991659,2.67872e-07
4.14174,-0.257328,0.342469,0.435848,0.236546,0.993343,2.68411e-07
4.16659,-0.255,0.342294,0.435421,0.234631,0.995023,2.6895e-07
4.194,-0.252672,0.342122,0.434983,0.232725,0.996699,2.6949e-07
4.21824,-0.250346,0.341952,0.434535,0.230829,0.99837,2.70032e-07
4.24215,-0.24802,0.341786,0.434076,0.228942,1.00004,2.70576e-07
4.27129,-0.245695,0.341622,0.433606,0.227064,1.0017,2.71122e-07
4.30498,-0.243371,0.341461,0.433127,0.225195,1.00336,2.71671e-07
4.33381,-0.241048,0.341302,0.432637,0.223334,1.00501,2.7222e-07
4.36729,-0.238726,0.341147,0.432137,0.221482,1.00666,2.72768e-07
4.41327,-0.236405,0.340994,0.431628,0.219639,1.00831,2.73315e-07
4.44673,-0.234085,0.340844,0.431108,0.217803,1.00995,2.73861e-07
4.47563,-0.231766,0.340697,0.430579,0.215976,1.01158,2.74405e-07
4.5089,-0.229448,0.340552,0.43004,0.214157,1.01321,2.74948e-07
4.53586,-0.227131,0.34041,0.429492,0.212345,1.01483,2.7549e-07
4.55812,-0.224816,0.340271,0.428934,0.210541,1.01645,2.76032e-07
4.58017,-0.222501,0.340134,0.428368,0.208744,1.01806,2.76573e-07
4.60594,-0.220187,0.340001,0.427792,0.206954,1.01967,2.77115e-07
4.63733,-0.217874,0.339869,0.427206,0.205171,1.02127,2.77656e-07
4.67807,-0.215563,0.339741,0.426613,0.203395,1.02286,2.78197e-07
4.70954,-0.213252,0.339615,0.42601,0.201625,1.02445,2.78738e-07
4.73801,-0.210943,0.339492,0.425399,0.199862,1.02603,2.7928e-07
4.77099,-0.208635,0.339372,0.424779,0.198105,1.02761,2.79823e-07
4.79776,-0.206328,0.339254,0.42415,0.196355,1.02917,2.80366e-07
4.82033,-0.204022,0.339139,0.423514,0.194611,1.03074,2.8091e-07
4.84479,-0.201717,0.339026,0.422869,0.192872,1.03229,2.81455e-07
4.87694,-0.199414,0.338916,0.422216,0.19114,1.03383,2.82001e-07
4.92084,-0.197111,0.338809,0.421555,0.189413,1.03537,2.82548e-07
4.95443,-0.19481,0.338704,0.420886,0.187691,1.03691,2.83097e-07
4.98803,-0.19251,0.338602,0.420209,0.185976,1.03843,2.83646e-07
5.03172,-0.190212,0.338502,0.419525,0.184265,1.03994,2.84197e-07
5.06404,-0.187914,0.338405,0.418833,0.18256,1.04145,2.84748e-07
5.09171,-0.185618,0.33831,0.418134,0.180861,1.04295,2.85301e-07
5.12307,-0.183323,0.338218,0.417428,0.179166,1.04444,2.85855e-07
5.15097,-0.181029,0.338128,0.416715,0.177477,1.04593,2.86409e-07
5.18577,-0.178737,0.338041,0.415994,0.175793,1.0474,2.86965e-07
5.23748,-0.176446,0.337956,0.415267,0.174114,1.04887,2.87521e-07
5.27368,-0.174156,0.337873,0.414533,0.17244,1.05032,2.88079e-07
5.30715,-0.171867,0.337793,0.413792,0.170771,1.05177,2.88637e-07
5.34957,-0.16958,0.337715,0.413044,0.169108,1.05321,2.89197e-07
5.38273,-0.167294,0.33764,0.412291,0.167449,1.05463,2.89757e-07
5.41697,-0.165009,0.337567,0.411531,0.165795,1.05605,2.90318e-07
5.4627,-0.162726,0.337496,0.410765,0.164147,1.05746,2.90881e-07
5.49693,-0.160444,0.337427,0.409992,0.162503,1.05886,2.91444e-07
5.53017,-0.158164,0.337361,0.409214,0.160864,1.06025,2.92009e-07
5.57276,-0.155884,0.337297,0.408431,0.15923,1.06163,2.92574e-07
5.60551,-0.153607,0.337234,0.407641,0.157602,1.06299,2.9314e-07
5.63706,-0.15133,0.337175,0.406846,0.155978,1.06435,2.93708e-07
5.67617,-0.149055,0.337117,0.406046,0.154359,1.06569,2.94276e-07
5.70771,-0.146782,0.337061,0.40524,0.152744,1.06703,2.94845e-07
5.74056,-0.144509,0.337007,0.40443,0.151135,1.06835,2.95415e-07
5.7845,-0.142238,0.336956,0.403614,0.14953,1.06966,2.95987e-07
5.82299,-0.139969,0.336906,0.402794,0.14793,1.07096,2.96559e-07
5.87307,-0.137701,0.336858,0.401968,0.146335,1.07224,2.97132e-07
5.90694,-0.135434,0.336812,0.401139,0.144744,1.07352,2.97706e-07
5.93214,-0.133169,0.336768,0.400304,0.143157,1.07478,2.98281e-07
5.95591,-0.130905,0.336726,0.399466,0.141574,1.07602,2.98857e-07
5.98344,-0.128642,0.336686,0.398623,0.139996,1.07726,2.99434e-07
6.01366,-0.126381,0.336647,0.397776,0.138421,1.07848,3.00013e-07
6.05061,-0.124121,0.33661,0.396926,0.13685,1.07969,3.00592e-07
6.08024,-0.121862,0.336575,0.396071,0.135283,1.08088,3.01172e-07
6.10784,-0.119604,0.336541,0.395213,0.133718,1.08206,3.01753e-07
6.1398,-0.117348,0.336509,0.394352,0.132157,1.08323,3.02335e-07
6.16633,-0.115093,0.336478,0.393487,0.130599,1.08438,3.02918e-07
6.1903,-0.112839,0.336449,0.392618,0.129043,1.08551,3.03502e-07
6.21947,-0.110586,0.336421,0.391747,0.127489,1.08663,3.04087e-07
6.25591,-0.108334,0.336395,0.390873,0.125937,1.08774,3.04673e-07
6.28572,-0.106083,0.33637,0.389996,0.124386,1.08883,3.0526e-07
6.31304,-0.103833,0.336347,0.389116,0.122836,1.0899,3.05848e-07
6.337,-0.101585,0.336325,0.388233,0.121288,1.09096,3.06436e-07
6.36467,-0.0993366,0.336304,0.387349,0.119739,1.092,3.07026e-07
6.39944,-0.0970895,0.336284,0.386462,0.118191,1.09302,3.07617e-07
6.42779,-0.0948433,0.336265,0.385572,0.116641,1.09403,3.08209e-07
6.45147,-0.0925977,0.336248,0.384681,0.115091,1.09502,3.08802e-07
6.47861,-0.0903528,0.336231,0.383788,0.11354,1.09599,3.09396e-07
6.51208,-0.0881086,0.336216,0.382893,0.111986,1.09695,3.0999e-07
6.54003,-0.0858649,0.336201,0.381997,0.11043,1.09789,3.10586e-07
6.56736,-0.0836216,0.336188,0.381099,0.108871,1.09881,3.11183e-07
6.59932,-0.0813789,0.336175,0.380199,0.107309,1.09971,3.11781e-07
6.62543,-0.0791364,0.336164,0.379299,0.105742,1.10059,3.12379e-07
6.64767,-0.0768943,0.336153,0.378398,0.104171,1.10146,3.12979e-07
6.67278,-0.0746524,0.336142,0.377495,0.102595,1.1023,3.1358e-07
6.70269,-0.0724107,0.336133,0.376592,0.101014,1.10313,3.14181e-07
6.72798,-0.0701691,0.336124,0.375689,0.0994261,1.10394,3.14784e-07
6.75103,-0.0679275,0.336116,0.374784,0.0978319,1.10472,3.15388e-07
6.77806,-0.0656858,0.336108,0.37388,0.0962305,1.10549,3.15992e-07
6.80812,-0.0634441,0.336101,0.372976,0.0946214,1.10624,3.16598e-07
6.83413,-0.0612022,0.336094,0.372071,0.0930042,1.10696,3.17205e-07
6.8604,-0.05896,0.336088,0.371167,0.0913784,1.10767,3.17812e-07
6.88294,-0.0567175,0.336082,0.370263,0.0897433,1.10835,3.18421e-07
6.90363,-0.0544747,0.336077,0.369359,0.0880987,1.10902,3.1903e-07
6.92574,-0.0522314,0.336072,0.368456,0.0864439,1.10966,3.19641e-07
6.94617,-0.0499877,0.336066,0.367554,0.0847786,1.11028,3.20253e-07
6.96713,-0.0477434,0.336061,0.366653,0.0831024,1.11087,3.20866e-07
6.9907,-0.0454985,0.336057,0.365753,0.0814148,1.11145,3.21482e-07
7.01466,-0.0432529,0.336052,0.364855,0.0797155,1.112,3.221e-07
7.04128,-0.0410066,0.336047,0.363958,0.078004,1.11253,3.22722e-07
7.06482,-0.0387595,0.336042,0.363063,0.0762801,1.11303,3.23347e-07
7.08783,-0.0365117,0.336037,0.362169,0.0745435,1.11352,3.23975e-07
7.11339,-0.034263,0.336032,0.361278,0.0727937,1.11397,3.24606e-07
7.13588,-0.0320134,0.336026,0.360389,0.0710306,1.11441,3.25241e-07
7.15676,-0.0297628,0.33602,0.359502,0.0692539,1.11482,3.25879e-07
7.1809,-0.0275113,0.336014,0.358618,0.0674634,1.1152,3.26521e-07
7.2095,-0.0252588,0.336007,0.357737,0.0656589,1.11556,3.27166e-07
7.23434,-0.0230052,0.335999,0.356859,0.0638402,1.11589,3.27815e-07
7.25842,-0.0207506,0.335991,0.355984,0.0620071,1.1162,3.28467e-07
7.28598,-0.0184949,0.335982,0.355112,0.0601596,1.11648,3.29122e-07
7.31117,-0.0162381,0.335973,0.354245,0.0582975,1.11673,3.29778e-07
7.33392,-0.0139801,0.335962,0.353381,0.0564207,1.11696,3.30434e-07
7.35953,-0.0117209,0.335951,0.352521,0.0545292,1.11715,3.31088e-07
7.39008,-0.00946064,0.335938,0.351666,0.0526229,1.11732,3.31739e-07
7.41719,-0.00719915,0.335925,0.350815,0.0507018,1.11746,3.32382e-07
7.44898,-0.00493646,0.33591,0.349969,0.0487659,1.11758,3.33022e-07
7.49179,-0.00267255,0.335894,0.349128,0.0468151,1.11766,3.33666e-07
7.52421,-0.000407425,0.335876,0.348292,0.0448495,1.11771,3.34321e-07
7.55381,0.00185894,0.335857,0.347462,0.0428691,1.11773,3.34989e-07
7.58891,0.00412654,0.335836,0.346638,0.0408739,1.11772,3.35672e-07
7.61674,0.00639539,0.335814,0.345819,0.0388639,1.11768,3.36369e-07
7.64002,0.00866549,0.335789,0.345007,0.0368392,1.11761,3.37079e-07
7.66641,0.0109369,0.335763,0.344202,0.0347998,1.1175,3.37802e-07
7.6984,0.0132095,0.335735,0.343403,0.0327457,1.11736,3.38535e-07
7.72597,0.0154834,0.335705,0.342611,0.0306769,1.11719,3.39279e-07
7.75514,0.0177586,0.335672,0.341827,0.0285934,1.11699,3.40033e-07
7.791,0.0200351,0.335638,0.34105,0.0264953,1.11675,3.40795e-07
7.82031,0.0223129,0.3356,0.340281,0.0243826,1.11647,3.41566e-07
7.84854,0.024592,0.335561,0.33952,0.0222551,1.11616,3.42344e-07
7.88177,0.0268724,0.335518,0.338767,0.0201128,1.11581,3.43128e-07
7.90898,0.0291541,0.335473,0.338023,0.0179558,1.11543,3.43919e-07
7.9318,0.0314372,0.335425,0.337288,0.0157839,1.115,3.44714e-07
7.9564,0.0337217,0.335374,0.336562,0.0135969,1.11454,3.45514e-07
7.98501,0.0360076,0.33532,0.335846,0.0113948,1.11404,3.46316e-07
8.00988,0.0382949,0.335263,0.335139,0.00917739,1.11351,3.4712e-07
8.03382,0.0405836,0.335203,0.334442,0.00694446,1.11293,3.47924e-07
8.06078,0.0428738,0.335139,0.333756,0.00469581,1.11231,3.4873e-07
8.08646,0.0451655,0.335072,0.33308,0.00243118,1.11165,3.49537e-07
8.11486,0.0474587,0.335001,0.332415,0.000150287,1.11095,3.50345e-07
8.13985,0.0497535,0.334926,0.331762,-0.00214719,1.11021,3.51153e-07
8.16497,0.0520499,0.334848,0.331119,-0.00446161,1.10943,3.51963e-07
8.19368,0.054348,0.334765,0.330489,-0.00679335,1.1086,3.52774e-07
8.21878,0.0566477,0.334679,0.329871,-0.00914283,1.10773,3.53585e-07
8.24186,0.0589492,0.334588,0.329265,-0.0115105,1.10682,3.54398e-07
8.2626,0.0612524,0.334493,0.328671,-0.0138968,1.10586,3.55211e-07
8.28438,0.0635576,0.334394,0.328091,-0.0163023,1.10486,3.56026e-07
8.3093,0.0658646,0.334291,0.327524,-0.0187276,1.10381,3.56842e-07
8.33487,0.0681735,0.334182,0.32697,-0.0211731,1.10271,3.57658e-07
8.36372,0.0704845,0.33407,0.326431,-0.0236396,1.10157,3.58476e-07
8.38884,0.0727975,0.333952,0.325905,-0.0261276,1.10038,3.59294e-07
8.41322,0.0751127,0.33383,0.325394,-0.0286378,1.09914,3.60114e-07
8.44055,0.07743,0.333702,0.324898,-0.0311709,1.09785,3.60934e-07
8.46503,0.0797496,0.33357,0.324417,-0.0337275,1.09652,3.61756e-07
8.49055,0.0820715,0.333433,0.323951,-0.0363085,1.09513,3.62578e-07
8.52015,0.0843958,0.33329,0.323501,-0.0389144,1.0937,3.63402e-07
8.54527,0.0867225,0.333142,0.323067,-0.0415462,1.09222,3.64226e-07
8.56786,0.0890517,0.332989,0.32265,-0.0442044,1.09068,3.65052e-07
8.5923,0.0913835,0.33283,0.322249,-0.04689,1.08909,3.65878e-07
8.61394,0.0937179,0.332665,0.321865,-0.0496037,1.08746,3.66706e-07
8.63287,0.096055,0.332495,0.321499,-0.0523462,1.08577,3.67534e-07
8.65009,0.0983948,0.332319,0.32115,-0.0551183,1.08402,3.68363e-07
8.66747,0.100737,0.332137,0.320819,-0.0579208,1.08223,3.69194e-07
8.68687,0.103083,0.33195,0.320507,-0.0607546,1.08038,3.70025e-07
8.7088,0.105431,0.331756,0.320213,-0.0636202,1.07847,3.70857e-07
8.73129,0.107782,0.331557,0.319938,-0.0665186,1.07651,3.71691e-07
8.75597,0.110136,0.331351,0.319683,-0.0694504,1.0745,3.72525e-07
8.77801,0.112494,0.331139,0.319447,-0.0724164,1.07243,3.7336e-07
8.79885,0.114854,0.330921,0.319231,-0.0754172,1.07031,3.74197e-07
8.82237,0.117217,0.330696,0.319035,-0.0784537,1.06812,3.75034e-07
8.84955,0.119583,0.330465,0.31886,-0.0815263,1.06589,3.75872e-07
8.88208,0.121953,0.330227,0.318706,-0.0846359,1.06359,3.76711e-07
8.90943,0.124325,0.329983,0.318573,-0.0877831,1.06124,3.77552e-07
8.93515,0.126701,0.329733,0.318462,-0.0909683,1.05883,3.78393e-07
8.96412,0.129079,0.329475,0.318373,-0.0941924,1.05636,3.79235e-07
8.9899,0.131461,0.329211,0.318306,-0.0974557,1.05384,3.80078e-07
9.01734,0.133846,0.32894,0.318262,-0.100759,1.05125,3.80922e-07
9.05001,0.136234,0.328663,0.31824,-0.104102,1.04861,3.81768e-07
9.07732,0.138624,0.328378,0.318242,-0.107487,1.0459,3.82614e-07
9.10237,0.141018,0.328087,0.318267,-0.110913,1.04314,3.83461e-07
9.13016,0.143415,0.327789,0.318316,-0.114381,1.04032,3.84309e-07
9.15497,0.145815,0.327483,0.318389,-0.11789,1.03743,3.85158e-07
9.18044,0.148217,0.327171,0.318487,-0.121443,1.03449,3.86008e-07
9.20965,0.150623,0.326852,0.318609,-0.125039,1.03148,3.86857e-07
9.23523,0.153031,0.326526,0.318756,-0.128679,1.02842,3.87705e-07
9.26049,0.155442,0.326193,0.318929,-0.132362,1.02529,3.88547e-07
9.28908,0.157855,0.325852,0.319127,-0.13609,1.0221,3.89382e-07
9.31465,0.160271,0.325505,0.319351,-0.139863,1.01886,3.90209e-07
9.3416,0.16269,0.325151,0.319601,-0.143681,1.01555,3.91025e-07
9.37339,0.165111,0.32479,0.319877,-0.147545,1.01217,3.91829e-07
9.40127,0.167534,0.324422,0.32018,-0.151455,1.00874,3.9262e-07
9.43041,0.16996,0.324047,0.320509,-0.155411,1.00525,3.93397e-07
9.46581,0.172387,0.323665,0.320866,-0.159415,1.00169,3.94158e-07
9.49618,0.174817,0.323276,0.32125,-0.163466,0.99808,3.94901e-07
9.52772,0.177249,0.322881,0.321661,-0.167566,0.994404,3.95625e-07
9.56683,0.179683,0.322478,0.322099,-0.171714,0.990667,3.96328e-07
9.5993,0.182119,0.32207,0.322566,-0.175912,0.986871,3.9701e-07
9.63164,0.184556,0.321654,0.32306,-0.180159,0.983015,3.97671e-07
9.6712,0.186995,0.321232,0.323582,-0.184458,0.979099,3.98317e-07
9.70506,0.189436,0.320804,0.324133,-0.188808,0.975124,3.98957e-07
9.73906,0.191878,0.32037,0.324711,-0.19321,0.971091,3.99605e-07
9.76894,0.194322,0.31993,0.325318,-0.197665,0.967,4.00268e-07
9.80423,0.196767,0.319483,0.325954,-0.202175,0.962851,4.00939e-07
9.8514,0.199213,0.319031,0.326618,-0.206739,0.958646,4.01615e-07
9.8873,0.201661,0.318574,0.32731,-0.211359,0.954385,4.02293e-07
9.91783,0.204109,0.31811,0.328031,-0.216036,0.950069,4.02972e-07
9.95217,0.206559,0.317642,0.328781,-0.220772,0.945699,4.03649e-07
9.9824,0.209009,0.317168,0.329559,-0.225567,0.941275,4.04326e-07
10.0128,0.211461,0.31669,0.330366,-0.230422,0.936799,4.05003e-07
10.0482,0.213913,0.316207,0.331201,-0.235339,0.932272,4.05679e-07
10.079,0.216366,0.315719,0.332065,-0.24032,0.927696,4.06357e-07
10.1091,0.21882,0.315227,0.332958,-0.245365,0.92307,4.07035e-07
10.1444,0.221274,0.314731,0.333879,-0.250477,0.918396,4.07714e-07
10.1799,0.223729,0.314232,0.334828,-0.255656,0.913677,4.08394e-07
10.222,0.226184,0.313729,0.335805,-0.260904,0.908913,4.09075e-07
10.2572,0.22864,0.313222,0.33681,-0.266224,0.904105,4.09758e-07
10.286,0.231096,0.312713,0.337843,-0.271616,0.899256,4.10441e-07
10.3142,0.233553,0.312201,0.338904,-0.277082,0.894367,4.11125e-07
10.3476,0.236009,0.311687,0.339993,-0.282625,0.88944,4.1181e-07
10.3832,0.238466,0.311171,0.341108,-0.288246,0.884475,4.12496e-07
10.4141,0.240923,0.310653,0.342251,-0.293946,0.879477,4.13183e-07
