t,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,
0.977676,1.51235,-0.731453,0.937297,0.368712,2.94532,0.839804,
1.00845,1.51226,-0.728028,0.936522,0.366993,2.94867,0.836028,
1.03409,1.51218,-0.724599,0.935765,0.36529,2.95203,0.832213,
1.05516,1.51212,-0.721166,0.935027,0.363602,2.95542,0.828361,
1.07397,1.51206,-0.717728,0.934306,0.361929,2.95882,0.824471,
1.09333,1.51202,-0.714287,0.933604,0.360268,2.96223,0.820546,
1.11538,1.51199,-0.710842,0.932919,0.358618,2.96566,0.816586,
1.14108,1.51198,-0.707393,0.932253,0.35698,2.9691,0.812592,
1.17144,1.51197,-0.703941,0.931605,0.355351,2.97256,0.808566,
1.1977,1.51198,-0.700486,0.930974,0.353732,2.97603,0.804508,
1.22347,1.512,-0.697027,0.930362,0.352121,2.9795,0.800419,
1.25704,1.51204,-0.693566,0.929768,0.350518,2.98299,0.796301,
1.30497,1.51208,-0.690101,0.929191,0.348923,2.98649,0.792154,
1.34062,1.51214,-0.686634,0.928632,0.347336,2.98999,0.787981,
1.37607,1.5122,-0.683164,0.928091,0.345757,2.99351,0.783782,
1.42362,1.51228,-0.679692,0.927568,0.344185,2.99703,0.779559,
1.45756,1.51238,-0.676218,0.927062,0.342621,3.00055,0.775313,
1.48366,1.51248,-0.672741,0.926574,0.341064,3.00408,0.771045,
1.51069,1.51259,-0.669262,0.926103,0.339517,3.00762,0.766758,
1.54524,1.51272,-0.665781,0.92565,0.337978,3.01116,0.762452,
1.58146,1.51286,-0.662299,0.925215,0.336449,3.0147,0.75813,
1.60982,1.513,-0.658815,0.924796,0.33493,3.01825,0.753793,
1.63727,1.51316,-0.655329,0.924395,0.333421,3.02179,0.749443,
1.66896,1.51334,-0.651842,0.924011,0.331924,3.02534,0.745081,
1.69643,1.51352,-0.648354,0.923644,0.330439,3.02889,0.74071,
1.72574,1.51371,-0.644864,0.923295,0.328967,3.03244,0.736331,
1.76407,1.51391,-0.641374,0.922962,0.327508,3.03598,0.731946,
1.79894,1.51413,-0.637883,0.922646,0.326063,3.03953,0.727556,
1.82617,1.51435,-0.63439,0.922347,0.324633,3.04307,0.723165,
1.85191,1.51459,-0.630898,0.922064,0.323219,3.0466,0.718772,
1.87438,1.51484,-0.627404,0.921798,0.321821,3.05013,0.71438,
1.89686,1.51509,-0.62391,0.921548,0.320439,3.05366,0.709991,
1.92411,1.51536,-0.620416,0.921315,0.319074,3.05718,0.705606,
1.95798,1.51564,-0.616921,0.921098,0.317727,3.06069,0.701227,
1.98634,1.51592,-0.613427,0.920897,0.316399,3.0642,0.696856,
2.01414,1.51622,-0.609932,0.920713,0.315088,3.06769,0.692493,
2.04826,1.51653,-0.606437,0.920544,0.313796,3.07118,0.68814,
2.08071,1.51685,-0.602943,0.920391,0.312523,3.07466,0.683799,
2.10958,1.51717,-0.599449,0.920253,0.311268,3.07812,0.679471,
2.13362,1.51751,-0.595955,0.920132,0.310033,3.08158,0.675156,
2.15726,1.51786,-0.592461,0.920025,0.308816,3.08502,0.670856,
2.18546,1.51821,-0.588968,0.919935,0.307619,3.08845,0.666572,
2.21672,1.51858,-0.585476,0.919859,0.306439,3.09187,0.662304,
2.24252,1.51895,-0.581984,0.919798,0.305278,3.09527,0.658053,
2.2665,1.51933,-0.578493,0.919753,0.304135,3.09866,0.653821,
2.29328,1.51973,-0.575003,0.919722,0.303009,3.10203,0.649607,
2.31902,1.52013,-0.571514,0.919706,0.3019,3.10538,0.645411,
2.35109,1.52054,-0.568026,0.919705,0.300808,3.10872,0.641235,
2.39315,1.52095,-0.564538,0.919718,0.299732,3.11205,0.637078,
2.42558,1.52138,-0.561052,0.919746,0.29867,3.11535,0.632941,
2.4565,1.52182,-0.557568,0.919788,0.297623,3.11864,0.628824,
2.49406,1.52226,-0.554084,0.919844,0.29659,3.12191,0.624727,
2.52385,1.52271,-0.550602,0.919914,0.29557,3.12517,0.620649,
2.55047,1.52317,-0.547121,0.919998,0.294562,3.1284,0.61659,
2.58043,1.52364,-0.543641,0.920095,0.293565,3.13161,0.612551,
2.60632,1.52412,-0.540163,0.920207,0.292578,3.13481,0.608532,
2.63154,1.5246,-0.536687,0.920331,0.291601,3.13799,0.60453,
2.66107,1.52509,-0.533212,0.920469,0.290632,3.14114,0.600548,
2.6915,1.52559,-0.529739,0.92062,0.289671,-3.1389,0.596583,
2.72773,1.5261,-0.526267,0.920785,0.288717,-3.13579,0.592636,
2.7577,1.52661,-0.522797,0.920962,0.287768,-3.13269,0.588706,
2.78511,1.52713,-0.519329,0.921152,0.286824,-3.12961,0.584793,
2.80869,1.52766,-0.515863,0.921355,0.285884,-3.12655,0.580896,
2.83277,1.5282,-0.512399,0.92157,0.284948,-3.12352,0.577015,
2.86325,1.52874,-0.508936,0.921797,0.284013,-3.1205,0.573148,
2.90365,1.52929,-0.505476,0.922037,0.28308,-3.1175,0.569296,
2.93588,1.52984,-0.502017,0.922289,0.282147,-3.11453,0.565458,
2.96872,1.53041,-0.49856,0.922553,0.281214,-3.11157,0.561634,
3.01158,1.53098,-0.495106,0.922829,0.280279,-3.10863,0.557822,
3.04423,1.53155,-0.491653,0.923117,0.279343,-3.10572,0.554022,
3.0697,1.53213,-0.488202,0.923416,0.278404,-3.10282,0.550234,
3.09564,1.53272,-0.484754,0.923727,0.277462,-3.09995,0.546458,
3.13026,1.53332,-0.481308,0.924049,0.276516,-3.09709,0.542692,
3.18148,1.53392,-0.477863,0.924382,0.275565,-3.09426,0.538936,
3.21713,1.53452,-0.474421,0.924727,0.27461,-3.09145,0.53519,
3.24524,1.53513,-0.470981,0.925082,0.273648,-3.08865,0.531453,
3.26876,1.53575,-0.467543,0.925448,0.27268,-3.08588,0.527725,
3.29259,1.53638,-0.464108,0.925825,0.271706,-3.08313,0.524006,
3.32251,1.537,-0.460674,0.926213,0.270724,-3.08039,0.520294,
3.36162,1.53764,-0.457243,0.92661,0.269735,-3.07768,0.516591,
3.39327,1.53828,-0.453814,0.927019,0.268739,-3.07499,0.512894,
3.42585,1.53892,-0.450387,0.927437,0.267734,-3.07231,0.509205,
3.4676,1.53957,-0.446963,0.927865,0.26672,-3.06966,0.505522,
3.49929,1.54023,-0.44354,0.928304,0.265698,-3.06703,0.501846,
3.52685,1.54089,-0.44012,0.928752,0.264667,-3.06441,0.498177,
3.55806,1.54155,-0.436702,0.92921,0.263626,-3.06182,0.494513,
3.58428,1.54222,-0.433287,0.929677,0.262576,-3.05925,0.490855,
3.60806,1.5429,-0.429873,0.930154,0.261517,-3.05669,0.487202,
3.63633,1.54358,-0.426462,0.93064,0.260448,-3.05416,0.483555,
3.66985,1.54426,-0.423053,0.931135,0.259369,-3.05165,0.479914,
3.69791,1.54495,-0.419646,0.931639,0.25828,-3.04915,0.476277,
3.72081,1.54564,-0.416242,0.932152,0.257181,-3.04668,0.472646,
3.74259,1.54634,-0.412839,0.932674,0.256073,-3.04422,0.46902,
3.76779,1.54704,-0.409439,0.933205,0.254954,-3.04179,0.465398,
3.79936,1.54774,-0.406041,0.933744,0.253825,-3.03937,0.461781,
3.84103,1.54845,-0.402645,0.934292,0.252687,-3.03698,0.458169,
3.87235,1.54916,-0.399251,0.934848,0.251538,-3.0346,0.454561,
3.89872,1.54988,-0.39586,0.935412,0.250379,-3.03225,0.450958,
3.92875,1.55059,-0.39247,0.935985,0.24921,-3.02991,0.44736,
3.95852,1.55132,-0.389083,0.936565,0.24803,-3.02759,0.443765,
3.99454,1.55204,-0.385697,0.937153,0.246841,-3.0253,0.440175,
4.0264,1.55277,-0.382314,0.937749,0.245642,-3.02302,0.43659,
4.05225,1.55351,-0.378933,0.938353,0.244432,-3.02076,0.433009,
4.0802,1.55424,-0.375554,0.938964,0.243213,-3.01853,0.429431,
4.11403,1.55498,-0.372177,0.939582,0.241984,-3.01631,0.425858,
4.14174,1.55572,-0.368802,0.940208,0.240744,-3.01411,0.422289,
4.16659,1.55647,-0.365429,0.940841,0.239495,-3.01194,0.418724,
4.194,1.55722,-0.362058,0.941481,0.238236,-3.00978,0.415163,
4.21824,1.55797,-0.358689,0.942127,0.236966,-3.00764,0.411606,
4.24215,1.55872,-0.355321,0.942781,0.235687,-3.00553,0.408052,
4.27129,1.55948,-0.351956,0.943442,0.234398,-3.00343,0.404503,
4.30498,1.56024,-0.348592,0.944109,0.233099,-3.00135,0.400957,
4.33381,1.561,-0.345231,0.944782,0.23179,-2.99929,0.397414,
4.36729,1.56176,-0.341871,0.945462,0.230471,-2.99726,0.393875,
4.41327,1.56253,-0.338513,0.946149,0.229143,-2.99524,0.39034,
4.44673,1.5633,-0.335157,0.946841,0.227804,-2.99324,0.386807,
4.47563,1.56407,-0.331802,0.94754,0.226455,-2.99127,0.383278,
4.5089,1.56484,-0.328449,0.948244,0.225097,-2.98931,0.379753,
4.53586,1.56562,-0.325098,0.948955,0.223728,-2.98737,0.37623,
4.55812,1.56639,-0.321749,0.949671,0.22235,-2.98546,0.37271,
4.58017,1.56717,-0.318401,0.950393,0.220961,-2.98356,0.369193,
4.60594,1.56795,-0.315055,0.95112,0.219563,-2.98168,0.365679,
4.63733,1.56873,-0.31171,0.951853,0.218155,-2.97983,0.362168,
4.67807,1.56951,-0.308367,0.952592,0.216737,-2.97799,0.35866,
4.70954,1.5703,-0.305025,0.953335,0.215309,-2.97618,0.355154,
4.73801,1.57109,-0.301685,0.954084,0.213871,-2.97438,0.351651,
4.77099,1.57187,-0.298347,0.954838,0.212423,-2.97261,0.34815,
4.79776,1.57266,-0.295009,0.955596,0.210965,-2.97085,0.344652,
4.82033,1.57345,-0.291674,0.95636,0.209498,-2.96912,0.341156,
4.84479,1.57424,-0.288339,0.957128,0.20802,-2.9674,0.337662,
4.87694,1.57504,-0.285006,0.957901,0.206533,-2.96571,0.334171,
4.92084,1.57583,-0.281674,0.958679,0.205037,-2.96404,0.330682,
4.95443,1.57662,-0.278344,0.959461,0.20353,-2.96239,0.327195,
4.98803,1.57742,-0.275014,0.960247,0.202015,-2.96076,0.323711,
5.03172,1.57821,-0.271686,0.961038,0.200489,-2.95915,0.320229,
5.06404,1.57901,-0.268359,0.961833,0.198955,-2.95756,0.316749,
5.09171,1.57981,-0.265033,0.962631,0.197411,-2.95599,0.313271,
5.12307,1.58061,-0.261709,0.963434,0.195857,-2.95444,0.309796,
5.15097,1.5814,-0.258385,0.964241,0.194295,-2.95292,0.306322,
5.18577,1.5822,-0.255062,0.965052,0.192724,-2.95141,0.302851,
5.23748,1.583,-0.251741,0.965866,0.191144,-2.94993,0.299383,
5.27368,1.5838,-0.24842,0.966684,0.189555,-2.94847,0.295916,
5.30715,1.5846,-0.2451,0.967505,0.187958,-2.94703,0.292452,
5.34957,1.5854,-0.241782,0.96833,0.186352,-2.94561,0.288991,
5.38273,1.5862,-0.238464,0.969158,0.184738,-2.94421,0.285531,
5.41697,1.587,-0.235146,0.969989,0.183115,-2.94284,0.282075,
5.4627,1.5878,-0.23183,0.970824,0.181485,-2.94149,0.27862,
5.49693,1.5886,-0.228514,0.971661,0.179846,-2.94016,0.275169,
5.53017,1.5894,-0.225199,0.972502,0.1782,-2.93885,0.271719,
5.57276,1.59019,-0.221885,0.973345,0.176546,-2.93756,0.268273,
5.60551,1.59099,-0.218572,0.974191,0.174885,-2.9363,0.264829,
5.63706,1.59179,-0.215259,0.97504,0.173216,-2.93506,0.261388,
5.67617,1.59259,-0.211946,0.975892,0.17154,-2.93384,0.257949,
5.70771,1.59338,-0.208634,0.976745,0.169857,-2.93265,0.254514,
5.74056,1.59418,-0.205323,0.977602,0.168167,-2.93147,0.251081,
5.7845,1.59498,-0.202012,0.97846,0.16647,-2.93033,0.24765,
5.82299,1.59577,-0.198701,0.979321,0.164766,-2.9292,0.244223,
5.87307,1.59656,-0.195391,0.980184,0.163056,-2.9281,0.240798,
5.90694,1.59736,-0.192081,0.981049,0.161339,-2.92702,0.237376,
5.93214,1.59815,-0.188771,0.981916,0.159615,-2.92597,0.233956,
5.95591,1.59894,-0.185462,0.982785,0.157885,-2.92494,0.230539,
5.98344,1.59973,-0.182153,0.983656,0.156148,-2.92393,0.227125,
6.01366,1.60052,-0.178844,0.984528,0.154404,-2.92295,0.223713,
6.05061,1.6013,-0.175535,0.985402,0.152655,-2.92199,0.220303,
6.08024,1.60209,-0.172227,0.986278,0.150898,-2.92106,0.216896,
6.10784,1.60287,-0.168918,0.987155,0.149135,-2.92015,0.213491,
6.1398,1.60366,-0.165609,0.988033,0.147366,-2.91926,0.210088,
6.16633,1.60444,-0.162301,0.988913,0.145589,-2.9184,0.206687,
6.1903,1.60522,-0.158992,0.989793,0.143806,-2.91757,0.203287,
6.21947,1.60599,-0.155683,0.990675,0.142016,-2.91676,0.199889,
6.25591,1.60677,-0.152374,0.991558,0.14022,-2.91597,0.196492,
6.28572,1.60754,-0.149065,0.992441,0.138416,-2.91522,0.193096,
6.31304,1.60831,-0.145756,0.993326,0.136604,-2.91448,0.189701,
6.337,1.60908,-0.142446,0.994211,0.134785,-2.91377,0.186307,
6.36467,1.60985,-0.139136,0.995097,0.132959,-2.91309,0.182913,
6.39944,1.61062,-0.135826,0.995983,0.131125,-2.91243,0.179519,
6.42779,1.61138,-0.132515,0.99687,0.129282,-2.9118,0.176125,
6.45147,1.61214,-0.129204,0.997757,0.127432,-2.9112,0.172731,
6.47861,1.6129,-0.125893,0.998644,0.125572,-2.91062,0.169335,
6.51208,1.61366,-0.122581,0.999532,0.123704,-2.91007,0.165939,
6.54003,1.61441,-0.119268,1.00042,0.121827,-2.90954,0.162541,
6.56736,1.61516,-0.115955,1.00131,0.11994,-2.90904,0.159141,
6.59932,1.61591,-0.112641,1.00219,0.118044,-2.90857,0.15574,
6.62543,1.61666,-0.109327,1.00308,0.116138,-2.90812,0.152336,
6.64767,1.6174,-0.106012,1.00397,0.114222,-2.9077,0.148929,
6.67278,1.61814,-0.102696,1.00486,0.112295,-2.90731,0.145519,
6.70269,1.61888,-0.0993793,1.00574,0.110357,-2.90695,0.142105,
6.72798,1.61961,-0.0960618,1.00663,0.108408,-2.90661,0.138688,
6.75103,1.62034,-0.0927435,1.00751,0.106448,-2.9063,0.135267,
6.77806,1.62107,-0.0894242,1.0084,0.104476,-2.90602,0.131841,
6.80812,1.62179,-0.086104,1.00928,0.102492,-2.90577,0.128411,
6.83413,1.62251,-0.0827828,1.01016,0.100496,-2.90554,0.124975,
6.8604,1.62323,-0.0794607,1.01104,0.0984874,-2.90534,0.121534,
6.88294,1.62395,-0.0761374,1.01192,0.096466,-2.90518,0.118088,
6.90363,1.62466,-0.0728131,1.0128,0.0944317,-2.90504,0.114635,
6.92574,1.62536,-0.0694876,1.01368,0.0923842,-2.90493,0.111176,
6.94617,1.62607,-0.0661609,1.01456,0.0903233,-2.90484,0.107711,
6.96713,1.62677,-0.0628331,1.01543,0.088249,-2.90479,0.104239,
6.9907,1.62746,-0.059504,1.01631,0.0861609,-2.90477,0.10076,
7.01466,1.62815,-0.0561736,1.01718,0.084059,-2.90478,0.0972732,
7.04128,1.62884,-0.0528419,1.01805,0.0819431,-2.90482,0.0937795,
7.06482,1.62952,-0.0495088,1.01892,0.0798133,-2.90489,0.0902783,
7.08783,1.6302,-0.0461744,1.01978,0.0776693,-2.90499,0.0867693,
7.11339,1.63087,-0.0428385,1.02065,0.0755113,-2.90512,0.0832525,
7.13588,1.63154,-0.0395012,1.02151,0.0733392,-2.90528,0.0797278,
7.15676,1.63221,-0.0361623,1.02237,0.071153,-2.90548,0.076195,
7.1809,1.63287,-0.0328219,1.02322,0.0689528,-2.90571,0.0726541,
7.2095,1.63353,-0.02948,1.02408,0.0667386,-2.90597,0.069105,
7.23434,1.63418,-0.0261365,1.02493,0.0645106,-2.90626,0.0655477,
7.25842,1.63482,-0.0227913,1.02578,0.0622689,-2.90659,0.0619822,
7.28598,1.63547,-0.0194445,1.02663,0.0600137,-2.90695,0.0584084,
7.31117,1.6361,-0.0160959,1.02747,0.0577451,-2.90735,0.0548265,
7.33392,1.63673,-0.0127457,1.02831,0.0554634,-2.90778,0.0512364,
7.35953,1.63736,-0.00939368,1.02915,0.0531689,-2.90824,0.0476382,
7.39008,1.63798,-0.00603988,1.02998,0.0508617,-2.90874,0.0440321,
7.41719,1.6386,-0.00268426,1.03081,0.0485422,-2.90928,0.0404179,
7.44898,1.6392,0.000673209,1.03164,0.0462108,-2.90985,0.036796,
7.49179,1.63981,0.00403255,1.03246,0.0438676,-2.91047,0.0331663,
7.52421,1.64041,0.0073938,1.03328,0.0415131,-2.91111,0.029529,
7.55381,1.641,0.010757,1.0341,0.0391477,-2.9118,0.0258843,
7.58891,1.64159,0.0141221,1.03491,0.0367716,-2.91253,0.0222321,
7.61674,1.64217,0.0174892,1.03572,0.0343854,-2.91329,0.0185728,
7.64002,1.64274,0.0208584,1.03653,0.0319894,-2.91409,0.0149064,
7.66641,1.64331,0.0242296,1.03733,0.0295839,-2.91493,0.011233,
7.6984,1.64387,0.0276028,1.03812,0.0271695,-2.91582,0.00755289,
7.72597,1.64443,0.0309781,1.03891,0.0247466,-2.91674,0.00386606,
7.75514,1.64498,0.0343556,1.0397,0.0223154,-2.91771,0.000172672,
7.791,1.64552,0.0377351,1.04048,0.0198766,-2.91871,-0.00352715,
7.82031,1.64606,0.0411168,1.04126,0.0174304,-2.91976,-0.00723329,
7.84854,1.64659,0.0445007,1.04203,0.0149773,-2.92086,-0.0109457,
7.88177,1.64711,0.0478868,1.0428,0.0125177,-2.92199,-0.0146642,
7.90898,1.64763,0.0512751,1.04356,0.0100519,-2.92317,-0.0183888,
7.9318,1.64813,0.0546657,1.04432,0.00758039,-2.9244,-0.0221194,
7.9564,1.64864,0.0580584,1.04507,0.00510345,-2.92567,-0.0258561,
7.98501,1.64913,0.0614535,1.04582,0.00262145,-2.92698,-0.0295987,
8.00988,1.64962,0.0648508,1.04656,0.000134715,-2.92834,-0.0333473,
8.03382,1.65009,0.0682504,1.04729,3.13924,-0.211846,3.10449,
8.06078,1.65057,0.0716524,1.04802,3.13674,-0.210393,3.10073,
8.08646,1.65103,0.0750567,1.04874,3.13424,-0.208892,3.09696,
8.11486,1.65149,0.0784633,1.04946,3.13174,-0.207344,3.09319,
8.13985,1.65193,0.0818722,1.05017,3.12923,-0.205747,3.08941,
8.16497,1.65237,0.0852835,1.05087,3.12672,-0.204102,3.08562,
8.19368,1.6528,0.0886972,1.05157,3.12421,-0.202407,3.08183,
8.21878,1.65323,0.0921133,1.05226,3.1217,-0.200663,3.07803,
8.24186,1.65364,0.0955317,1.05294,3.11918,-0.198868,3.07422,
8.2626,1.65405,0.0989525,1.05362,3.11666,-0.197022,3.07041,
8.28438,1.65445,0.102376,1.05429,3.11414,-0.195126,3.06659,
8.3093,1.65484,0.105801,1.05495,3.11161,-0.193177,3.06276,
8.33487,1.65522,0.109229,1.05561,3.10908,-0.191177,3.05892,
8.36372,1.65559,0.11266,1.05626,3.10655,-0.189124,3.05507,
8.38884,1.65595,0.116092,1.0569,3.10402,-0.187017,3.05122,
8.41322,1.6563,0.119528,1.05753,3.10149,-0.184858,3.04735,
8.44055,1.65664,0.122965,1.05815,3.09895,-0.182644,3.04347,
8.46503,1.65698,0.126405,1.05877,3.09641,-0.180376,3.03959,
8.49055,1.6573,0.129847,1.05938,3.09387,-0.178052,3.03569,
8.52015,1.65762,0.133292,1.05998,3.09133,-0.175674,3.03178,
8.54527,1.65792,0.136739,1.06057,3.08878,-0.173239,3.02786,
8.56786,1.65821,0.140188,1.06115,3.08624,-0.170748,3.02393,
8.5923,1.6585,0.14364,1.06172,3.08369,-0.1682,3.01999,
8.61394,1.65877,0.147094,1.06229,3.08114,-0.165595,3.01603,
8.63287,1.65904,0.15055,1.06284,3.07859,-0.162932,3.01206,
8.65009,1.65929,0.154009,1.06339,3.07603,-0.160211,3.00808,
8.66747,1.65953,0.157469,1.06393,3.07347,-0.157431,3.00408,
8.68687,1.65976,0.160932,1.06445,3.07092,-0.154592,3.00006,
8.7088,1.65998,0.164397,1.06497,3.06836,-0.151694,2.99603,
8.73129,1.66019,0.167865,1.06548,3.06579,-0.148736,2.99198,
8.75597,1.66039,0.171334,1.06598,3.06323,-0.145717,2.98792,
8.77801,1.66058,0.174805,1.06646,3.06067,-0.142638,2.98384,
8.79885,1.66076,0.178279,1.06694,3.0581,-0.139497,2.97974,
8.82237,1.66092,0.181754,1.06741,3.05554,-0.136295,2.97562,
8.84955,1.66107,0.185232,1.06787,3.05297,-0.13303,2.97149,
8.88208,1.66122,0.188711,1.06831,3.0504,-0.129704,2.96733,
8.90943,1.66134,0.192192,1.06875,3.04784,-0.126314,2.96316,
8.93515,1.66146,0.195675,1.06917,3.04527,-0.122862,2.95896,
8.96412,1.66157,0.19916,1.06958,3.04271,-0.119346,2.95475,
8.9899,1.66166,0.202646,1.06998,3.04015,-0.115767,2.95051,
9.01734,1.66174,0.206134,1.07037,3.03758,-0.112123,2.94626,
9.05001,1.66181,0.209623,1.07075,3.03503,-0.108416,2.94198,
9.07732,1.66186,0.213114,1.07111,3.03247,-0.104644,2.93768,
9.10237,1.66191,0.216607,1.07147,3.02992,-0.100807,2.93335,
9.13016,1.66193,0.220101,1.07181,3.02737,-0.096905,2.929,
9.15497,1.66195,0.223596,1.07214,3.02483,-0.0929383,2.92463,
9.18044,1.66195,0.227092,1.07245,3.02229,-0.0889064,2.92024,
9.20965,1.66194,0.230589,1.07276,3.01976,-0.0848093,2.91582,
9.23523,1.66192,0.234088,1.07305,3.01724,-0.0806467,2.91137,
9.26049,1.66188,0.237587,1.07333,3.01472,-0.0764188,2.9069,
9.28908,1.66183,0.241087,1.07359,3.01221,-0.0721254,2.90241,
9.31465,1.66177,0.244588,1.07384,3.00971,-0.0677667,2.89788,
9.3416,1.66169,0.248089,1.07408,3.00723,-0.0633427,2.89333,
9.37339,1.66159,0.251591,1.0743,3.00475,-0.0588534,2.88876,
9.40127,1.66149,0.255094,1.07451,3.00228,-0.0542991,2.88415,
9.43041,1.66137,0.258597,1.07471,2.99983,-0.0496798,2.87952,
9.46581,1.66123,0.2621,1.07489,2.99738,-0.0449959,2.87485,
9.49618,1.66108,0.265603,1.07506,2.99495,-0.0402475,2.87016,
9.52772,1.66091,0.269106,1.07522,2.99254,-0.035435,2.86543,
9.56683,1.66074,0.272609,1.07536,2.99014,-0.0305586,2.86068,
9.5993,1.66054,0.276111,1.07548,2.98776,-0.0256189,2.85589,
9.63164,1.66033,0.279613,1.07559,2.98539,-0.0206161,2.85107,
9.6712,1.66011,0.283115,1.07569,2.98303,-0.0155507,2.84621,
9.70506,1.65987,0.286616,1.07577,2.9807,-0.0104233,2.84132,
9.73906,1.65961,0.290116,1.07583,2.97838,-0.00523439,2.83639,
9.76894,1.65934,0.293615,1.07588,2.97608,1.54682e-05,2.83142,
9.80423,1.65906,0.297113,1.07591,2.9738,0.00532564,2.82642,
9.8514,1.65875,0.30061,1.07593,2.97154,0.0106955,2.82138,
9.8873,1.65844,0.304106,1.07593,2.9693,0.0161242,2.81629,
9.91783,1.6581,0.3076,1.07592,2.96707,0.0216112,2.81116,
9.95217,1.65776,0.311092,1.07589,2.96487,0.0271555,2.806,
9.9824,1.65739,0.314583,1.07585,2.96268,0.0327564,2.80078,
10.0128,1.65701,0.318071,1.07578,2.96052,0.0384131,2.79552,
10.0482,1.65661,0.321557,1.07571,2.95837,0.0441245,2.79021,
10.079,1.6562,0.325041,1.07561,2.95625,0.0498899,2.78485,
10.1091,1.65577,0.328523,1.0755,2.95415,0.0557081,2.77945,
10.1444,1.65533,0.332002,1.07537,2.95206,0.0615781,2.77398,
10.1799,1.65487,0.335478,1.07523,2.95,0.067499,2.76847,
10.222,1.65439,0.338951,1.07507,2.94796,0.0734697,2.7629,
10.2572,1.65389,0.34242,1.07489,2.94593,0.0794889,2.75727,
10.286,1.65338,0.345887,1.07469,2.94393,0.0855556,2.75158,
10.3142,1.65286,0.34935,1.07448,2.94194,0.0916686,2.74583,
10.3476,1.65231,0.35281,1.07425,2.93998,0.0978266,2.74001,
10.3832,1.65175,0.356265,1.07401,2.93803,0.104028,2.73413,
10.4141,1.65118,0.359717,1.07374,2.9361,0.110273,2.72819,
10.4446,1.65058,0.363164,1.07346,2.93419,0.116558,2.72217,
10.4833,1.64997,0.366607,1.07316,2.9323,0.122884,2.71608,
10.5342,1.64935,0.370045,1.07285,2.93042,0.129248,2.70992,
10.5741,1.6487,0.373479,1.07251,2.92856,0.135649,2.70368,
10.6123,1.64804,0.376908,1.07216,2.92672,0.142086,2.69736,
10.6585,1.64737,0.380332,1.07179,2.92489,0.148557,2.69096,
10.6982,1.64667,0.38375,1.0714,2.92308,0.155061,2.68448,
10.7408,1.64596,0.387163,1.071,2.92128,0.161596,2.67792,
10.7802,1.64524,0.39057,1.07058,2.9195,0.168161,2.67127,
10.827,1.64449,0.393972,1.07014,2.91773,0.174755,2.66453,
10.8663,1.64373,0.397368,1.06968,2.91597,0.181376,2.65769,
10.8989,1.64296,0.400757,1.0692,2.91422,0.188022,2.65077,
10.9353,1.64216,0.40414,1.06871,2.91249,0.194692,2.64375,
10.9799,1.64135,0.407517,1.0682,2.91076,0.201384,2.63662,
11.0188,1.64053,0.410887,1.06767,2.90905,0.208097,2.6294,
