t,j1,j2,j3,j4,j5,j6
11.2363,0.18609,0.34111,0.428308,-0.720137,1.05625,-4.31577e-05
11.25,0.187458,0.341685,0.427814,-0.721085,1.05775,-4.31888e-05
11.2636,0.188805,0.342219,0.427332,-0.721798,1.05912,-4.32201e-05
11.2767,0.19013,0.342711,0.426862,-0.722275,1.06036,-4.32514e-05
11.2898,0.191433,0.34316,0.426404,-0.722516,1.06147,-4.32829e-05
11.3027,0.192712,0.343566,0.425959,-0.72252,1.06244,-4.33145e-05
11.3155,0.193969,0.343927,0.425527,-0.722288,1.06328,-4.33462e-05
11.3284,0.195202,0.344244,0.425108,-0.721818,1.06398,-4.33779e-05
11.3413,0.196413,0.344515,0.424703,-0.721109,1.06454,-4.34099e-05
11.3549,0.197601,0.344741,0.424312,-0.720159,1.06495,-4.34419e-05
11.3702,0.198765,0.344921,0.423935,-0.718967,1.06523,-4.3474e-05
11.3875,0.199905,0.345054,0.423573,-0.71753,1.06536,-4.35062e-05
11.4045,0.201021,0.34514,0.423227,-0.715845,1.06535,-4.35385e-05
11.4239,0.202111,0.345179,0.422896,-0.713911,1.06518,-4.3571e-05
11.4485,0.203176,0.34517,0.42258,-0.711725,1.06487,-4.36035e-05
11.471,0.204214,0.345114,0.422282,-0.709284,1.0644,-4.36362e-05
11.4925,0.205226,0.34501,0.422,-0.706584,1.06378,-4.3669e-05
11.5128,0.20621,0.344857,0.421735,-0.703622,1.06301,-4.37018e-05
11.5363,0.207166,0.344657,0.421487,-0.700394,1.06208,-4.37348e-05
11.5663,0.208093,0.344409,0.421258,-0.696895,1.06098,-4.37679e-05
11.5931,0.208991,0.344113,0.421046,-0.693121,1.05973,-4.38011e-05
11.619,0.209858,0.34377,0.420854,-0.689067,1.05831,-4.38343e-05
11.6501,0.210695,0.343379,0.42068,-0.684729,1.05673,-4.38675e-05
11.6789,0.2115,0.342941,0.420526,-0.680099,1.05499,-4.39007e-05
11.7039,0.212272,0.342456,0.420391,-0.675173,1.05307,-4.3934e-05
11.7268,0.213011,0.341925,0.420276,-0.669944,1.05099,-4.39672e-05
11.7487,0.213716,0.341348,0.420183,-0.664406,1.04873,-4.40005e-05
11.7729,0.214386,0.340725,0.42011,-0.658552,1.0463,-4.40338e-05
11.8008,0.215021,0.340057,0.420058,-0.652375,1.0437,-4.40671e-05
11.8284,0.215618,0.339345,0.420028,-0.645866,1.04093,-4.41004e-05
11.8602,0.216178,0.338589,0.420021,-0.63902,1.03798,-4.41338e-05
11.8994,0.2167,0.337791,0.420037,-0.631826,1.03486,-4.41671e-05
11.9377,0.217182,0.33695,0.420076,-0.624277,1.03156,-4.42005e-05
11.9827,0.217624,0.336068,0.420138,-0.616364,1.02809,-4.4234e-05
12.0212,0.218025,0.335146,0.420226,-0.60808,1.02444,-4.42675e-05
12.0536,0.218384,0.334185,0.420338,-0.599417,1.02062,-4.4301e-05
12.0829,0.2187,0.333185,0.420476,-0.590361,1.01664,-4.43347e-05
12.1117,0.218972,0.332149,0.42064,-0.580906,1.01248,-4.43684e-05
12.144,0.2192,0.331077,0.42083,-0.571043,1.00816,-4.44021e-05
12.1785,0.219383,0.329971,0.421049,-0.560762,1.00367,-4.4436e-05
12.2189,0.219519,0.328833,0.421295,-0.550058,0.99903,-4.44699e-05
12.2642,0.21961,0.327664,0.42157,-0.538918,0.994235,-4.4504e-05
12.3191,0.219654,0.326465,0.421874,-0.527333,0.98929,-4.45381e-05
12.3675,0.21965,0.325238,0.422209,-0.515297,0.984204,-4.45723e-05
12.4175,0.219599,0.323987,0.422574,-0.502807,0.978986,-4.46066e-05
12.4793,0.219499,0.322712,0.422971,-0.489848,0.973639,-4.46409e-05
12.5315,0.219352,0.321416,0.423401,-0.476421,0.968177,-4.46751e-05
12.5756,0.219157,0.3201,0.423862,-0.462515,0.962607,-4.47092e-05
12.6212,0.218915,0.318769,0.424358,-0.448133,0.956942,-4.47431e-05
12.6743,0.218626,0.317424,0.424886,-0.433274,0.951194,-4.47771e-05
12.7237,0.21829,0.316067,0.42545,-0.417929,0.945374,-4.4811e-05
12.7801,0.217909,0.314703,0.426048,-0.402105,0.939497,-4.4845e-05
12.8515,0.217484,0.313333,0.426681,-0.385806,0.933579,-4.4879e-05
12.9114,0.217015,0.31196,0.42735,-0.369028,0.927632,-4.4913e-05
12.968,0.216506,0.310587,0.428054,-0.351788,0.921676,-4.49471e-05
13.0345,0.215956,0.309219,0.428793,-0.334091,0.915726,-4.49811e-05
13.092,0.215369,0.307857,0.429568,-0.315949,0.9098,-4.50149e-05
13.1476,0.214747,0.306504,0.430378,-0.297375,0.903915,-4.50484e-05
13.2116,0.214092,0.305164,0.431224,-0.27838,0.898088,-4.50818e-05
13.268,0.213407,0.30384,0.432103,-0.258994,0.892339,-4.5115e-05
13.3227,0.212695,0.302534,0.433016,-0.239232,0.886684,-4.51482e-05
13.3847,0.211959,0.30125,0.433962,-0.219118,0.88114,-4.51814e-05
13.4425,0.211203,0.29999,0.43494,-0.198681,0.875725,-4.52146e-05
13.5078,0.21043,0.298758,0.435949,-0.177952,0.870457,-4.52479e-05
13.5704,0.209643,0.297555,0.436986,-0.156964,0.865349,-4.52811e-05
13.6233,0.208847,0.296383,0.438052,-0.135749,0.860416,-4.53145e-05
13.6731,0.208045,0.295246,0.439144,-0.114343,0.855671,-4.53479e-05
13.7283,0.207242,0.294144,0.44026,-0.092786,0.851125,-4.53815e-05
13.7908,0.20644,0.29308,0.441398,-0.0711154,0.84679,-4.54151e-05
13.8463,0.205645,0.292055,0.442557,-0.04937,0.842673,-4.54489e-05
13.9018,0.20486,0.29107,0.443734,-0.027594,0.838781,-4.54828e-05
13.9651,0.204088,0.290127,0.444927,-0.00582775,0.83512,-4.55167e-05
14.0271,0.203334,0.289226,0.446134,0.0158873,0.831693,-4.55508e-05
14.0964,0.2026,0.288368,0.447351,0.0375079,0.828501,-4.5585e-05
14.1567,0.201892,0.287553,0.448576,0.0589873,0.825546,-4.56193e-05
14.2181,0.201211,0.286781,0.449807,0.0802895,0.822826,-4.56537e-05
14.2889,0.200561,0.286053,0.451041,0.101376,0.820336,-4.56882e-05
14.3472,0.199945,0.285368,0.452274,0.122202,0.818074,-4.57228e-05
14.3966,0.199366,0.284726,0.453505,0.142735,0.816031,-4.57575e-05
14.4495,0.198827,0.284127,0.454731,0.162943,0.814201,-4.57923e-05
14.5138,0.198328,0.283569,0.455949,0.182795,0.812576,-4.58273e-05
14.5841,0.197874,0.283053,0.457156,0.202248,0.811146,-4.58623e-05
14.6438,0.197466,0.282576,0.458349,0.221288,0.809901,-4.58975e-05
14.7092,0.197105,0.282139,0.459525,0.239873,0.80883,-4.59327e-05
14.7901,0.196792,0.28174,0.460683,0.257998,0.807922,-4.59681e-05
14.8541,0.196531,0.281378,0.461819,0.27563,0.807164,-4.60035e-05
14.9156,0.196321,0.281053,0.46293,0.292753,0.806545,-4.60389e-05
14.9897,0.196163,0.280762,0.464014,0.309347,0.806052,-4.60743e-05
15.0511,0.196059,0.280505,0.465069,0.325402,0.805673,-4.61097e-05
15.0989,0.196009,0.280281,0.466092,0.340896,0.805397,-4.61452e-05
15.1421,0.196014,0.280089,0.467079,0.355819,0.805211,-4.61808e-05
15.1795,0.196074,0.279928,0.46803,0.370168,0.805103,-4.62166e-05
15.2159,0.19619,0.279796,0.468941,0.383926,0.805062,-4.62524e-05
15.2544,0.196362,0.279692,0.46981,0.397086,0.805077,-4.6288e-05
15.2922,0.196589,0.279616,0.470633,0.409638,0.805137,-4.63234e-05
15.3313,0.196874,0.279567,0.47141,0.421581,0.805232,-4.63585e-05
15.3666,0.197214,0.279544,0.472138,0.432909,0.805353,-4.63934e-05
15.4034,0.197611,0.279546,0.472813,0.443611,0.80549,-4.64284e-05
15.4419,0.198065,0.279572,0.473434,0.453684,0.805634,-4.64633e-05
15.4829,0.198575,0.279622,0.473998,0.463124,0.805777,-4.64983e-05
15.5161,0.199141,0.279694,0.474503,0.471923,0.805912,-4.65333e-05
15.5438,0.199763,0.279789,0.474946,0.480078,0.806032,-4.65683e-05
15.5717,0.200441,0.279906,0.475326,0.487584,0.80613,-4.66032e-05
15.6021,0.201175,0.280044,0.475639,0.494434,0.806201,-4.6638e-05
15.6367,0.201964,0.280204,0.475885,0.500623,0.806239,-4.66727e-05
15.675,0.202809,0.280384,0.47606,0.506146,0.806239,-4.67073e-05
15.7049,0.203709,0.280584,0.476162,0.510996,0.806198,-4.67416e-05
15.7357,0.204663,0.280805,0.476191,0.515168,0.806113,-4.67758e-05
15.769,0.205672,0.281046,0.476143,0.518655,0.80598,-4.68098e-05
15.7931,0.206735,0.281307,0.476018,0.52145,0.805798,-4.68435e-05
15.8157,0.207851,0.281588,0.475814,0.523547,0.805566,-4.6877e-05
15.838,0.209021,0.281889,0.475529,0.52494,0.805283,-4.69102e-05
15.8603,0.210242,0.28221,0.475164,0.525622,0.80495,-4.69431e-05
15.8824,0.211516,0.282551,0.474716,0.525588,0.804567,-4.69758e-05
15.9048,0.212843,0.282913,0.474185,0.524832,0.804137,-4.70081e-05
15.9272,0.214221,0.283296,0.47357,0.523346,0.803661,-4.70401e-05
15.9496,0.215652,0.2837,0.472871,0.521125,0.803143,-4.70718e-05
15.9725,0.217133,0.284127,0.472089,0.518162,0.802589,-4.71033e-05
15.9968,0.218665,0.284575,0.471223,0.514454,0.802002,-4.71344e-05
16.0219,0.220248,0.285047,0.470274,0.509994,0.801389,-4.71653e-05
16.0531,0.221881,0.285543,0.469242,0.504778,0.800756,-4.7196e-05
16.0962,0.223564,0.286063,0.468128,0.498802,0.800112,-4.72265e-05
16.1348,0.225297,0.286609,0.466933,0.492063,0.799466,-4.72568e-05
16.1727,0.227079,0.287181,0.465657,0.484555,0.798826,-4.7287e-05
16.2201,0.228912,0.287781,0.464303,0.476278,0.798203,-4.73172e-05
16.2634,0.230795,0.288411,0.462871,0.467226,0.797609,-4.73473e-05
16.3052,0.232728,0.28907,0.461363,0.4574,0.797056,-4.73774e-05
16.3443,0.234711,0.289762,0.459779,0.446798,0.796556,-4.74076e-05
16.3905,0.236745,0.290487,0.458122,0.435417,0.796126,-4.7438e-05
16.45,0.23883,0.291247,0.456394,0.423264,0.795779,-4.74685e-05
16.5007,0.240966,0.292044,0.454595,0.410334,0.795531,-4.74993e-05
16.5454,0.243154,0.29288,0.452727,0.396633,0.7954,-4.75305e-05
16.5981,0.245393,0.293756,0.450792,0.382167,0.795402,-4.75619e-05
16.6661,0.247684,0.294676,0.448792,0.366938,0.795558,-4.75935e-05
16.7232,0.250028,0.295641,0.446729,0.350962,0.795885,-4.76252e-05
16.7741,0.252424,0.296654,0.444604,0.334244,0.796404,-4.7657e-05
16.8339,0.254871,0.297715,0.44242,0.316805,0.797135,-4.7689e-05
16.8973,0.257371,0.29883,0.440178,0.298657,0.798099,-4.7721e-05
16.953,0.259923,0.299998,0.437881,0.279823,0.799316,-4.77531e-05
17.0132,0.262526,0.301224,0.435532,0.260327,0.800807,-4.77854e-05
17.0867,0.265179,0.302508,0.433132,0.240199,0.802594,-4.78177e-05
17.1499,0.267881,0.303854,0.430684,0.219467,0.804695,-4.78501e-05
17.2103,0.270631,0.305264,0.428191,0.198173,0.80713,-4.78827e-05
17.2831,0.273428,0.306739,0.425655,0.176356,0.809916,-4.79154e-05
17.3543,0.27627,0.308283,0.42308,0.154051,0.813073,-4.79481e-05
17.4142,0.279154,0.309896,0.420468,0.131316,0.816612,-4.7981e-05
17.4759,0.282077,0.31158,0.417824,0.108204,0.820547,-4.8014e-05
17.5485,0.285038,0.313336,0.41515,0.0847656,0.82489,-4.80471e-05
17.6143,0.288031,0.315166,0.412451,0.0610645,0.829645,-4.80803e-05
17.6713,0.291054,0.317068,0.409729,0.0371637,0.834819,-4.81137e-05
17.7349,0.294102,0.319044,0.40699,0.0131266,0.84041,-4.81471e-05
17.8111,0.297171,0.321094,0.404237,-0.0109862,0.846418,-4.81806e-05
17.8786,0.300259,0.323218,0.401472,-0.0351273,0.852842,-4.82141e-05
17.9518,0.303358,0.325412,0.398702,-0.0592036,0.859665,-4.82477e-05
18.042,0.306462,0.327675,0.39593,-0.0831537,0.866874,-4.82815e-05
18.1165,0.309569,0.330006,0.39316,-0.106933,0.874456,-4.83153e-05
18.1951,0.312672,0.332402,0.390396,-0.130477,0.882392,-4.83493e-05
18.5612,0.315767,0.33486,0.387642,-0.153722,0.890655,-4.83831e-05
