t,j1,j2,j3,j4,j5,j6
10.735,-0.314813,0.426773,0.572063,0.879685,1.30247,1.50199e-06
10.7673,-0.316473,0.428201,0.569409,0.874316,1.30514,1.50246e-06
10.7947,-0.318114,0.429634,0.566722,0.868912,1.30783,1.50292e-06
10.82,-0.319738,0.431072,0.564004,0.863472,1.31053,1.50338e-06
10.8492,-0.321343,0.432515,0.561254,0.857996,1.31325,1.50383e-06
10.886,-0.32293,0.433962,0.558473,0.852486,1.31598,1.50427e-06
10.9348,-0.324498,0.435415,0.55566,0.846942,1.31873,1.50471e-06
10.9722,-0.326048,0.436873,0.552816,0.841364,1.32149,1.50515e-06
11.0018,-0.327578,0.438335,0.549942,0.835752,1.32428,1.50558e-06
11.0323,-0.32909,0.439803,0.547037,0.830107,1.32708,1.50601e-06
11.0721,-0.330582,0.441275,0.544101,0.82443,1.32989,1.50644e-06
11.1234,-0.332056,0.442752,0.541135,0.81872,1.33273,1.50687e-06
11.166,-0.33351,0.444233,0.538139,0.812978,1.33558,1.50729e-06
11.2178,-0.334945,0.44572,0.535114,0.807204,1.33845,1.50771e-06
11.2607,-0.33636,0.447211,0.532059,0.801399,1.34133,1.50813e-06
11.3116,-0.337755,0.448707,0.528975,0.795563,1.34424,1.50855e-06
11.3516,-0.339131,0.450208,0.525862,0.789696,1.34716,1.50898e-06
11.3876,-0.340487,0.451713,0.52272,0.7838,1.3501,1.50941e-06
11.4183,-0.341823,0.453223,0.51955,0.777873,1.35305,1.50984e-06
11.4509,-0.343139,0.454737,0.516351,0.771917,1.35602,1.51027e-06
11.4905,-0.344436,0.456256,0.513125,0.765931,1.35902,1.51071e-06
11.5292,-0.345712,0.457779,0.509871,0.759917,1.36202,1.51115e-06
11.5753,-0.346968,0.459307,0.50659,0.753874,1.36505,1.5116e-06
11.614,-0.348204,0.460839,0.503282,0.747803,1.36809,1.51205e-06
11.6559,-0.34942,0.462376,0.499947,0.741703,1.37115,1.51251e-06
11.7118,-0.350615,0.463917,0.496586,0.735576,1.37423,1.51297e-06
11.7549,-0.35179,0.465462,0.493199,0.729421,1.37732,1.51342e-06
11.793,-0.352945,0.467011,0.489786,0.723238,1.38043,1.51388e-06
11.8245,-0.354079,0.468565,0.486348,0.717028,1.38356,1.51433e-06
11.8545,-0.355193,0.470122,0.482885,0.710791,1.3867,1.51477e-06
11.8912,-0.356287,0.471684,0.479398,0.704528,1.38986,1.51522e-06
11.938,-0.35736,0.473249,0.475886,0.698237,1.39304,1.51566e-06
11.9766,-0.358413,0.474819,0.47235,0.691921,1.39623,1.5161e-06
12.0144,-0.359446,0.476392,0.46879,0.685577,1.39943,1.51654e-06
12.0595,-0.360458,0.477969,0.465208,0.679208,1.40265,1.51697e-06
12.0963,-0.36145,0.479549,0.461602,0.672813,1.40589,1.5174e-06
12.1293,-0.362421,0.481133,0.457974,0.666393,1.40914,1.51783e-06
12.1659,-0.363372,0.48272,0.454325,0.659946,1.4124,1.51826e-06
12.1987,-0.364303,0.484311,0.450653,0.653475,1.41567,1.51869e-06
12.2332,-0.365214,0.485905,0.44696,0.646979,1.41896,1.51912e-06
12.2748,-0.366104,0.487503,0.443247,0.640459,1.42226,1.51955e-06
12.3163,-0.366975,0.489103,0.439513,0.633914,1.42557,1.51998e-06
12.3657,-0.367826,0.490706,0.435759,0.627345,1.42889,1.5204e-06
12.4071,-0.368656,0.492312,0.431986,0.620753,1.43223,1.52083e-06
12.4496,-0.369467,0.493921,0.428194,0.614139,1.43557,1.52126e-06
12.4965,-0.370259,0.495533,0.424383,0.607502,1.43892,1.52169e-06
12.5592,-0.37103,0.497147,0.420555,0.600843,1.44228,1.52212e-06
12.6097,-0.371783,0.498763,0.416708,0.594163,1.44565,1.52255e-06
12.6695,-0.372516,0.500382,0.412845,0.587463,1.44903,1.52298e-06
12.7136,-0.37323,0.502003,0.408964,0.580743,1.45241,1.52342e-06
12.7476,-0.373926,0.503626,0.405068,0.574004,1.4558,1.52387e-06
12.7803,-0.374602,0.505252,0.401156,0.567247,1.4592,1.52431e-06
12.8208,-0.375261,0.506878,0.397229,0.560472,1.4626,1.52476e-06
12.8732,-0.375901,0.508507,0.393287,0.553681,1.466,1.52522e-06
12.9155,-0.376523,0.510137,0.389331,0.546874,1.46941,1.52567e-06
12.9573,-0.377127,0.511769,0.385361,0.540053,1.47282,1.52613e-06
13.0082,-0.377713,0.513402,0.381378,0.533218,1.47623,1.5266e-06
13.049,-0.378282,0.515036,0.377382,0.52637,1.47965,1.52707e-06
13.0831,-0.378834,0.516671,0.373374,0.51951,1.48306,1.52754e-06
13.113,-0.379369,0.518308,0.369354,0.512639,1.48647,1.52801e-06
13.1443,-0.379888,0.519945,0.365322,0.505758,1.48988,1.52849e-06
13.1814,-0.38039,0.521582,0.36128,0.498867,1.49329,1.52897e-06
13.2242,-0.380875,0.523221,0.357227,0.491967,1.4967,1.52946e-06
13.2777,-0.381345,0.524859,0.353164,0.485059,1.5001,1.52995e-06
13.3219,-0.381799,0.526498,0.349092,0.478144,1.50349,1.53044e-06
13.3647,-0.382238,0.528137,0.345011,0.471221,1.50688,1.53093e-06
13.4008,-0.382661,0.529776,0.340921,0.464291,1.51026,1.53143e-06
13.4373,-0.383069,0.531415,0.336822,0.457354,1.51363,1.53194e-06
13.4795,-0.383462,0.533053,0.332716,0.450412,1.517,1.53244e-06
13.5165,-0.38384,0.534691,0.328602,0.443462,1.52035,1.53295e-06
13.5551,-0.384204,0.536328,0.32448,0.436507,1.52369,1.53347e-06
13.6017,-0.384553,0.537964,0.320352,0.429545,1.52702,1.53398e-06
13.6443,-0.384888,0.539599,0.316218,0.422575,1.53033,1.53451e-06
13.6933,-0.385209,0.541232,0.312078,0.415599,1.53363,1.53503e-06
13.7349,-0.385515,0.542864,0.307931,0.408616,1.53691,1.53556e-06
13.78,-0.385808,0.544495,0.30378,0.401624,1.54017,1.53609e-06
13.8383,-0.386087,0.546123,0.299624,0.394625,1.54341,1.53662e-06
13.8872,-0.386352,0.547749,0.295463,0.387617,1.54663,1.53716e-06
13.9456,-0.386604,0.549372,0.291298,0.380599,1.54982,1.5377e-06
13.9921,-0.386843,0.550993,0.28713,0.373573,1.553,1.53824e-06
14.0416,-0.387068,0.552611,0.282958,0.366537,1.55614,1.53876e-06
14.1094,-0.387281,0.554226,0.278783,0.359491,1.55926,1.53927e-06
14.1602,-0.38748,0.555838,0.274606,0.352436,1.56234,1.53977e-06
14.2065,-0.387667,0.557445,0.270427,0.34537,1.5654,1.54025e-06
14.2442,-0.387841,0.559049,0.266246,0.338296,1.56843,1.54071e-06
14.2789,-0.388003,0.560649,0.262064,0.331212,1.57142,1.54115e-06
14.3096,-0.388153,0.562244,0.257881,0.32412,1.57437,1.54158e-06
14.3417,-0.388291,0.563835,0.253698,0.317019,1.57729,1.54198e-06
14.3806,-0.388418,0.565421,0.249515,0.309912,1.58016,1.54237e-06
14.4263,-0.388533,0.567002,0.245332,0.302799,1.583,1.54274e-06
14.465,-0.388638,0.568578,0.241151,0.295682,1.5858,1.5431e-06
14.4962,-0.388732,0.570149,0.23697,0.28856,1.58856,1.54344e-06
14.523,-0.388816,0.571714,0.232792,0.281437,1.59127,1.54376e-06
14.5479,-0.38889,0.573273,0.228616,0.274313,1.59394,1.54407e-06
14.5751,-0.388954,0.574827,0.224442,0.267189,1.59656,1.54437e-06
14.6067,-0.389009,0.576375,0.220271,0.260068,1.59913,1.54466e-06
14.642,-0.389055,0.577917,0.216103,0.25295,1.60166,1.54493e-06
14.6736,-0.389093,0.579454,0.211938,0.245837,1.60414,1.5452e-06
14.7049,-0.389122,0.580984,0.207777,0.238729,1.60657,1.54545e-06
14.7396,-0.389143,0.582508,0.20362,0.231628,1.60895,1.5457e-06
14.772,-0.389157,0.584026,0.199466,0.224534,1.61129,1.54593e-06
14.7999,-0.389163,0.585537,0.195318,0.217448,1.61357,1.54616e-06
14.8261,-0.389161,0.587042,0.191173,0.210369,1.61579,1.54638e-06
14.8545,-0.389152,0.588541,0.187034,0.203298,1.61797,1.54659e-06
14.8859,-0.389136,0.590033,0.182899,0.196234,1.62009,1.54679e-06
14.9211,-0.389112,0.591518,0.178769,0.189177,1.62215,1.54698e-06
14.9521,-0.389082,0.592997,0.174645,0.182127,1.62416,1.54716e-06
14.9807,-0.389045,0.594468,0.170526,0.175081,1.62611,1.54733e-06
15.013,-0.389,0.595932,0.166413,0.168042,1.628,1.54749e-06
15.054,-0.38895,0.597389,0.162306,0.161007,1.62984,1.54764e-06
15.1068,-0.388892,0.598839,0.158205,0.153978,1.63161,1.54778e-06
15.1476,-0.388828,0.600281,0.15411,0.146955,1.63332,1.54791e-06
15.1811,-0.388758,0.601716,0.150022,0.139941,1.63497,1.54802e-06
15.2173,-0.388683,0.603143,0.145941,0.132936,1.63655,1.54813e-06
15.26,-0.388602,0.604563,0.141866,0.125946,1.63808,1.54824e-06
15.2966,-0.388517,0.605976,0.137799,0.118974,1.63954,1.54834e-06
15.3316,-0.388428,0.607383,0.133738,0.112025,1.64095,1.54845e-06
15.3715,-0.388336,0.608783,0.129683,0.105107,1.64229,1.54855e-06
15.4099,-0.388242,0.610177,0.125634,0.0982265,1.64359,1.54865e-06
15.4533,-0.388146,0.611567,0.121591,0.0913908,1.64483,1.54875e-06
15.4894,-0.388051,0.612953,0.117553,0.084608,1.64603,1.54885e-06
15.5197,-0.387957,0.614335,0.11352,0.0778848,1.64719,1.54897e-06
15.5501,-0.387864,0.615715,0.10949,0.0712275,1.6483,1.54912e-06
15.5861,-0.387772,0.617094,0.105463,0.0646398,1.64938,1.54929e-06
15.6265,-0.387684,0.618471,0.101438,0.0581226,1.65043,1.54951e-06
15.6623,-0.387597,0.619847,0.0974161,0.051673,1.65145,1.54976e-06
15.7029,-0.387511,0.621222,0.0933959,0.0452831,1.65243,1.55005e-06
15.7538,-0.387425,0.622594,0.0893785,0.0389403,1.65338,1.55036e-06
15.7972,-0.387337,0.623963,0.0853649,0.0326255,1.65427,1.55068e-06
15.8437,-0.387244,0.625326,0.0813571,0.0263147,1.65511,1.55099e-06
15.8825,-0.387143,0.626679,0.0773577,0.01998,1.65586,1.55127e-06
15.9222,-0.387032,0.62802,0.0733698,0.013593,1.65652,1.55147e-06
15.9696,-0.386906,0.629343,0.069397,0.00712784,1.65707,1.5516e-06
16.0074,-0.386766,0.630648,0.0654427,0.000571308,1.65747,1.55165e-06
16.0383,-0.386612,0.631931,0.0615084,-0.00606771,1.65774,1.55166e-06
16.0685,-0.386449,0.633195,0.0575925,-0.01274,1.65788,1.55166e-06
16.1036,-0.386289,0.63445,0.0536874,-0.0193367,1.65794,1.55165e-06
16.1451,-0.386156,0.635715,0.0497747,-0.0256538,1.65802,1.55164e-06
16.2063,-0.386085,0.637026,0.0458202,-0.0313572,1.65832,1.55163e-06
16.4439,-0.386133,0.638443,0.0417667,-0.0359263,1.65915,1.55163e-06
