t,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,
11.3116,1.464,-0.36664,0.799516,0.955293,-2.95606,0.934885,
11.3516,1.46506,-0.36996,0.799936,0.953602,-2.95173,0.932922,
11.3876,1.46614,-0.373272,0.80037,0.951873,-2.94736,0.930934,
11.4183,1.46724,-0.376576,0.80082,0.950108,-2.94295,0.928921,
11.4509,1.46836,-0.379871,0.801285,0.948305,-2.93851,0.926883,
11.4905,1.4695,-0.383159,0.801765,0.946464,-2.93403,0.924821,
11.5292,1.47065,-0.386438,0.80226,0.944586,-2.92951,0.922736,
11.5753,1.47182,-0.389708,0.802769,0.942668,-2.92495,0.920627,
11.614,1.47301,-0.392969,0.803294,0.940712,-2.92036,0.918494,
11.6559,1.47422,-0.396222,0.803833,0.938716,-2.91573,0.916338,
11.7118,1.47545,-0.399465,0.804387,0.936681,-2.91107,0.914159,
11.7549,1.47669,-0.402699,0.804955,0.934605,-2.90637,0.911957,
11.793,1.47796,-0.405924,0.805538,0.932487,-2.90164,0.909732,
11.8245,1.47924,-0.409139,0.806135,0.930329,-2.89687,0.907485,
11.8545,1.48053,-0.412344,0.806747,0.928128,-2.89207,0.905216,
11.8912,1.48185,-0.41554,0.807373,0.925885,-2.88724,0.902924,
11.938,1.48318,-0.418726,0.808013,0.923598,-2.88237,0.90061,
11.9766,1.48453,-0.421901,0.808667,0.921267,-2.87746,0.898274,
12.0144,1.48589,-0.425067,0.809334,0.918892,-2.87253,0.895917,
12.0595,1.48728,-0.428222,0.810016,0.916471,-2.86756,0.893537,
12.0963,1.48868,-0.431367,0.810712,0.914005,-2.86256,0.891136,
12.1293,1.49009,-0.434501,0.811421,0.911492,-2.85753,0.888713,
12.1659,1.49152,-0.437625,0.812144,0.908931,-2.85247,0.886268,
12.1987,1.49297,-0.440738,0.81288,0.906323,-2.84738,0.883802,
12.2332,1.49444,-0.443841,0.81363,0.903666,-2.84226,0.881314,
12.2748,1.49592,-0.446932,0.814393,0.90096,-2.83711,0.878805,
12.3163,1.49741,-0.450012,0.815168,0.898205,-2.83194,0.876275,
12.3657,1.49893,-0.453082,0.815957,0.895398,-2.82674,0.873724,
12.4071,1.50046,-0.45614,0.816759,0.892541,-2.82151,0.871151,
12.4496,1.502,-0.459187,0.817574,0.889632,-2.81626,0.868557,
12.4965,1.50356,-0.462223,0.818401,0.886671,-2.81098,0.865942,
12.5592,1.50513,-0.465247,0.819241,0.883658,-2.80568,0.863306,
12.6097,1.50672,-0.46826,0.820093,0.880591,-2.80036,0.860649,
12.6695,1.50832,-0.471262,0.820957,0.87747,-2.79501,0.857971,
12.7136,1.50994,-0.474252,0.821834,0.874296,-2.78965,0.855273,
12.7476,1.51157,-0.477231,0.822723,0.871067,-2.78427,0.852554,
12.7803,1.51322,-0.480198,0.823623,0.867783,-2.77887,0.849814,
12.8208,1.51488,-0.483153,0.824536,0.864445,-2.77346,0.847054,
12.8732,1.51656,-0.486097,0.82546,0.861051,-2.76804,0.844274,
12.9155,1.51825,-0.489029,0.826396,0.857601,-2.7626,0.841474,
12.9573,1.51995,-0.49195,0.827343,0.854096,-2.75715,0.838654,
13.0082,1.52167,-0.494859,0.828301,0.850534,-2.75169,0.835814,
13.049,1.52339,-0.497756,0.82927,0.846916,-2.74623,0.832954,
13.0831,1.52514,-0.500641,0.830251,0.843242,-2.74075,0.830074,
13.113,1.52689,-0.503515,0.831243,0.83951,-2.73528,0.827174,
13.1443,1.52866,-0.506377,0.832245,0.835721,-2.7298,0.824254,
13.1814,1.53044,-0.509227,0.833258,0.831875,-2.72432,0.821314,
13.2242,1.53224,-0.512065,0.834281,0.82797,-2.71883,0.818354,
13.2777,1.53404,-0.514892,0.835315,0.824007,-2.71335,0.815374,
13.3219,1.53586,-0.517707,0.83636,0.819984,-2.70788,0.812373,
13.3647,1.53769,-0.520511,0.837414,0.815901,-2.70241,0.809351,
13.4008,1.53954,-0.523302,0.838479,0.811758,-2.69694,0.806307,
13.4373,1.54139,-0.526082,0.839553,0.807553,-2.69148,0.803242,
13.4795,1.54326,-0.52885,0.840638,0.803285,-2.68603,0.800154,
13.5165,1.54514,-0.531607,0.841732,0.798953,-2.68059,0.797043,
13.5551,1.54703,-0.534352,0.842836,0.794556,-2.67516,0.793908,
13.6017,1.54893,-0.537085,0.843949,0.790093,-2.66974,0.790747,
13.6443,1.55084,-0.539807,0.845071,0.785562,-2.66434,0.787561,
13.6933,1.55276,-0.542518,0.846203,0.780961,-2.65895,0.784349,
13.7349,1.55469,-0.545216,0.847344,0.776289,-2.65357,0.781108,
13.78,1.55664,-0.547903,0.848494,0.771543,-2.64822,0.777838,
13.8383,1.55859,-0.550579,0.849653,0.766723,-2.64288,0.774537,
13.8872,1.56056,-0.553243,0.850821,0.761827,-2.63756,0.771205,
13.9456,1.56254,-0.555896,0.851998,0.756851,-2.63227,0.76784,
13.9921,1.56452,-0.558537,0.853183,0.751795,-2.62699,0.76444,
14.0416,1.56652,-0.561168,0.854376,0.746658,-2.62174,0.761006,
14.1094,1.56852,-0.563786,0.855578,0.741436,-2.61652,0.757534,
14.1602,1.57054,-0.566394,0.856789,0.736128,-2.61133,0.754024,
14.2065,1.57256,-0.56899,0.858007,0.730734,-2.60616,0.750476,
14.2442,1.5746,-0.571575,0.859234,0.725252,-2.60103,0.746887,
14.2789,1.57664,-0.574148,0.860468,0.71968,-2.59593,0.743256,
14.3096,1.5787,-0.576711,0.861711,0.714018,-2.59086,0.739584,
14.3417,1.58076,-0.579262,0.862961,0.708265,-2.58584,0.735869,
14.3806,1.58283,-0.581803,0.864219,0.70242,-2.58085,0.732111,
14.4263,1.58491,-0.584332,0.865484,0.696484,-2.57591,0.728308,
14.465,1.587,-0.58685,0.866757,0.690457,-2.57101,0.724462,
14.4962,1.5891,-0.589358,0.868037,0.684338,-2.56616,0.720571,
14.523,1.5912,-0.591854,0.869325,0.678128,-2.56136,0.716635,
14.5479,1.59332,-0.59434,0.87062,0.671828,-2.55662,0.712654,
14.5751,1.59544,-0.596815,0.871921,0.665438,-2.55193,0.708629,
14.6067,1.59757,-0.599279,0.87323,0.658959,-2.54729,0.704559,
14.642,1.59971,-0.601733,0.874545,0.652393,-2.54272,0.700445,
14.6736,1.60185,-0.604176,0.875868,0.645739,-2.53821,0.696287,
14.7049,1.60401,-0.606608,0.877197,0.638999,-2.53376,0.692084,
14.7396,1.60617,-0.60903,0.878532,0.632173,-2.52938,0.687837,
14.772,1.60834,-0.611442,0.879874,0.625261,-2.52507,0.683545,
14.7999,1.61052,-0.613843,0.881222,0.618264,-2.52083,0.679208,
14.8261,1.6127,-0.616234,0.882577,0.611182,-2.51666,0.674826,
14.8545,1.61489,-0.618614,0.883938,0.604014,-2.51255,0.670399,
14.8859,1.61709,-0.620985,0.885305,0.59676,-2.50853,0.665925,
14.9211,1.6193,-0.623345,0.886678,0.589418,-2.50458,0.661403,
14.9521,1.62151,-0.625695,0.888057,0.581988,-2.5007,0.656833,
14.9807,1.62373,-0.628035,0.889442,0.574469,-2.4969,0.652214,
15.013,1.62595,-0.630365,0.890833,0.566861,-2.49318,0.647545,
15.054,1.62819,-0.632686,0.892229,0.559162,-2.48954,0.642826,
15.1068,1.63043,-0.634996,0.893632,0.551374,-2.48598,0.638056,
15.1476,1.63267,-0.637297,0.89504,0.543498,-2.4825,0.633236,
15.1811,1.63492,-0.639588,0.896453,0.535536,-2.47911,0.628368,
15.2173,1.63718,-0.641869,0.897872,0.527491,-2.47581,0.623452,
15.26,1.63945,-0.64414,0.899296,0.51937,-2.4726,0.618493,
15.2966,1.64172,-0.646402,0.900726,0.511178,-2.46948,0.613495,
15.3316,1.644,-0.648655,0.902161,0.502925,-2.46646,0.608463,
15.3715,1.64628,-0.650898,0.903602,0.494621,-2.46354,0.603403,
15.4099,1.64857,-0.653132,0.905047,0.486278,-2.46071,0.598323,
15.4533,1.65086,-0.655356,0.906498,0.47791,-2.45799,0.593232,
15.4894,1.65316,-0.657571,0.907953,0.469529,-2.45537,0.588138,
15.5197,1.65547,-0.659777,0.909414,0.461149,-2.45285,0.58305,
15.5501,1.65778,-0.661974,0.910879,0.452783,-2.45044,0.577975,
15.5861,1.6601,-0.664162,0.91235,0.444439,-2.44812,0.57292,
15.6265,1.66242,-0.666341,0.913824,0.436121,-2.44591,0.567887,
15.6623,1.66475,-0.668511,0.915304,0.427829,-2.4438,0.562877,
15.7029,1.66709,-0.670672,0.916788,0.419554,-2.44178,0.557884,
15.7538,1.66942,-0.672825,0.918277,0.411278,-2.43985,0.552897,
15.7972,1.67177,-0.674969,0.91977,0.402974,-2.43801,0.547898,
15.8437,1.67412,-0.677104,0.921267,0.394606,-2.43625,0.542865,
15.8825,1.67647,-0.67923,0.922769,0.38613,-2.43458,0.537768,
15.9222,1.67883,-0.681348,0.924275,0.377498,-2.433,0.532578,
15.9696,1.68119,-0.683457,0.925786,0.368668,-2.43152,0.527266,
16.0074,1.68356,-0.685557,0.927301,0.359611,-2.43014,0.521814,
16.0383,1.68593,-0.687648,0.92882,0.350338,-2.42888,0.516228,
16.0685,1.68831,-0.689731,0.930343,0.340919,-2.42775,0.510554,
16.1036,1.69069,-0.691805,0.931871,0.331524,-2.42677,0.504901,
16.1451,1.69308,-0.69387,0.933402,0.322479,-2.42594,0.499484,
16.2063,1.69547,-0.695927,0.934937,0.314328,-2.42527,0.494655,
16.4439,1.69786,-0.697978,0.936475,0.307925,-2.42473,0.490975,
