2327.1365,1084.361,757.6133,0.97324,0.091,-0.21101
2327.135622,1084.332343,757.5965891,0.97324356,0.090953148,-0.211013782
2327.134744,1084.303685,757.5797782,0.973247117,0.090906296,-0.211017563
2327.133866,1084.276028,757.5629672,0.973250673,0.090859444,-0.211021344
2327.132989,1084.24737,757.5461562,0.973254226,0.090812591,-0.211025124
2327.132211,1084.218713,757.5294452,0.973257777,0.090765739,-0.211028904
2327.131334,1084.190056,757.5126342,0.973261326,0.090718886,-0.211032683
2327.130456,1084.161398,757.4958231,0.973264872,0.090672033,-0.211036462
2327.129579,1084.133741,757.479112,0.973268417,0.090625179,-0.211040241
2327.128702,1084.105084,757.4623009,0.973271959,0.090578326,-0.211044019
2327.127825,1084.076426,757.4455898,0.9732755,0.090531472,-0.211047796
2327.126948,1084.047769,757.4287787,0.973279038,0.090484618,-0.211051573
2327.126171,1084.019112,757.4120675,0.973282573,0.090437764,-0.21105535
2327.125295,1083.990455,757.3952563,0.973286107,0.09039091,-0.211059126
2327.124318,1083.962797,757.3785451,0.973289639,0.090344055,-0.211062902
2327.123542,1083.93414,757.3617338,0.973293168,0.090297201,-0.211066677
2327.122665,1083.905483,757.3450226,0.973296695,0.090250346,-0.211070452
2327.121789,1083.876825,757.3282113,0.97330022,0.090203491,-0.211074226
2327.120913,1083.849168,757.3115,0.973303743,0.090156635,-0.211077999
2327.120037,1083.820511,757.2946886,0.973307264,0.09010978,-0.211081773
2327.119161,1083.791854,757.2779773,0.973310783,0.090062924,-0.211085546
2327.118285,1083.763197,757.2611659,0.973314299,0.090016068,-0.211089318
2327.117409,1083.734539,757.2444545,0.973317813,0.089969212,-0.21109309
2327.116534,1083.706882,757.2277431,0.973321326,0.089922356,-0.211096861
2327.115558,1083.678225,757.2109316,0.973324836,0.089875499,-0.211100632
2327.114783,1083.649568,757.1942201,0.973328343,0.089828643,-0.211104403
2327.113808,1083.620911,757.1775086,0.973331849,0.089781786,-0.211108173
2327.113032,1083.592254,757.1606971,0.973335352,0.089734928,-0.211111942
2327.112057,1083.563596,757.1439856,0.973338854,0.089688071,-0.211115711
2327.111182,1083.535939,757.127274,0.973342353,0.089641214,-0.21111948
2327.110308,1083.507282,757.1105624,0.97334585,0.089594356,-0.211123248
2327.109433,1083.478625,757.0937508,0.973349345,0.089547498,-0.211127016
2327.108558,1083.449968,757.0770391,0.973352837,0.08950064,-0.211130783
2327.107584,1083.421311,757.0603275,0.973356328,0.089453782,-0.21113455
