t,j1,j2,j3,j4,j5,j6
2.10861,-0.20863,0.373782,0.302147,0.199033,0.937549,-1.56877e-05
2.15277,-0.207905,0.373471,0.302729,0.203427,0.93836,-1.56939e-05
2.18966,-0.207183,0.373162,0.303313,0.207852,0.939181,-1.57002e-05
2.23237,-0.206464,0.372856,0.303898,0.212304,0.940013,-1.57065e-05
2.26537,-0.205747,0.372552,0.304484,0.216783,0.940854,-1.57128e-05
2.29493,-0.205032,0.372251,0.305072,0.221289,0.941706,-1.57192e-05
2.32955,-0.20432,0.371951,0.305661,0.225821,0.942567,-1.57257e-05
2.36272,-0.20361,0.371654,0.306252,0.230378,0.943438,-1.57323e-05
2.4017,-0.202903,0.37136,0.306844,0.234956,0.944319,-1.57389e-05
2.43442,-0.202197,0.371067,0.307438,0.239556,0.945208,-1.57456e-05
2.46964,-0.201493,0.370778,0.308033,0.244178,0.946107,-1.57523e-05
2.51575,-0.200791,0.37049,0.30863,0.248819,0.947015,-1.5759e-05
2.5516,-0.200091,0.370205,0.309229,0.253479,0.947931,-1.57659e-05
2.5867,-0.199392,0.369922,0.30983,0.258156,0.948855,-1.57727e-05
2.63246,-0.198695,0.369641,0.310432,0.26285,0.949788,-1.57797e-05
2.66933,-0.197999,0.369363,0.311036,0.267558,0.950728,-1.57866e-05
2.69819,-0.197304,0.369087,0.311642,0.27228,0.951676,-1.57936e-05
2.72875,-0.19661,0.368813,0.312249,0.277013,0.952631,-1.58007e-05
2.76609,-0.195917,0.368542,0.312859,0.281758,0.953593,-1.58078e-05
2.80069,-0.195225,0.368273,0.313469,0.286513,0.954562,-1.5815e-05
2.84122,-0.194534,0.368006,0.314082,0.291276,0.955537,-1.58222e-05
2.87436,-0.193843,0.367742,0.314697,0.296047,0.956517,-1.58294e-05
2.90704,-0.193152,0.367479,0.315313,0.300825,0.957504,-1.58368e-05
2.94645,-0.192462,0.367219,0.315931,0.305607,0.958496,-1.58441e-05
2.97981,-0.191772,0.366961,0.316551,0.310392,0.959493,-1.58515e-05
3.01758,-0.191081,0.366706,0.317173,0.31518,0.960494,-1.58589e-05
3.06983,-0.190391,0.366452,0.317796,0.319969,0.9615,-1.58664e-05
3.10818,-0.189699,0.366201,0.318421,0.324758,0.962509,-1.5874e-05
3.14423,-0.189008,0.365952,0.319048,0.329546,0.963522,-1.58815e-05
3.18998,-0.188316,0.365705,0.319676,0.334329,0.964537,-1.58892e-05
3.22518,-0.187623,0.36546,0.320306,0.339108,0.965555,-1.58968e-05
3.25324,-0.186929,0.365217,0.320937,0.343881,0.966574,-1.59045e-05
3.28328,-0.186234,0.364976,0.32157,0.348647,0.967596,-1.59123e-05
3.32118,-0.185538,0.364737,0.322205,0.353405,0.968619,-1.59201e-05
3.36156,-0.184841,0.3645,0.322841,0.358154,0.969642,-1.59279e-05
3.41765,-0.184142,0.364266,0.323478,0.362892,0.970665,-1.59358e-05
3.4586,-0.183441,0.364033,0.324116,0.367619,0.971689,-1.59437e-05
3.48848,-0.182738,0.363802,0.324756,0.372331,0.972711,-1.59516e-05
3.51767,-0.182034,0.363572,0.325397,0.377029,0.973733,-1.59596e-05
3.55199,-0.181327,0.363345,0.32604,0.381711,0.974752,-1.59676e-05
3.58483,-0.180618,0.36312,0.326683,0.386376,0.97577,-1.59757e-05
3.62283,-0.179907,0.362896,0.327327,0.391022,0.976784,-1.59837e-05
3.65528,-0.179193,0.362674,0.327972,0.395649,0.977795,-1.59919e-05
3.69335,-0.178477,0.362453,0.328618,0.400254,0.978803,-1.6e-05
3.74804,-0.177757,0.362235,0.329265,0.404838,0.979806,-1.60082e-05
3.78783,-0.177035,0.362018,0.329912,0.409398,0.980804,-1.60164e-05
3.82549,-0.176309,0.361802,0.33056,0.413933,0.981797,-1.60247e-05
3.86241,-0.175581,0.361588,0.331209,0.418443,0.982784,-1.60329e-05
3.90907,-0.174848,0.361376,0.331857,0.422926,0.983765,-1.60412e-05
3.94593,-0.174112,0.361165,0.332506,0.427381,0.984738,-1.60496e-05
3.9843,-0.173373,0.360955,0.333155,0.431806,0.985704,-1.6058e-05
4.01941,-0.17263,0.360747,0.333804,0.436201,0.986662,-1.60664e-05
4.04618,-0.171882,0.36054,0.334453,0.440564,0.987611,-1.60748e-05
4.06815,-0.171131,0.360335,0.335102,0.444894,0.988551,-1.60833e-05
4.08837,-0.170375,0.360131,0.33575,0.44919,0.989481,-1.60918e-05
4.11078,-0.169615,0.359928,0.336397,0.453452,0.990401,-1.61003e-05
4.13826,-0.168851,0.359726,0.337044,0.457676,0.99131,-1.61089e-05
4.17458,-0.168082,0.359526,0.337691,0.461864,0.992207,-1.61175e-05
4.21305,-0.167308,0.359326,0.338336,0.466014,0.993093,-1.61262e-05
4.24795,-0.166529,0.359128,0.33898,0.470124,0.993966,-1.61348e-05
4.2906,-0.165746,0.35893,0.339623,0.474194,0.994826,-1.61435e-05
4.32325,-0.164957,0.358734,0.340264,0.478222,0.995672,-1.61522e-05
4.35225,-0.164163,0.358539,0.340904,0.482207,0.996504,-1.61609e-05
4.3823,-0.163363,0.358344,0.341542,0.486151,0.997322,-1.61697e-05
4.41891,-0.162558,0.35815,0.342178,0.49005,0.998125,-1.61785e-05
4.45208,-0.161748,0.357958,0.342813,0.493904,0.998911,-1.61872e-05
4.4785,-0.160931,0.357765,0.343445,0.497712,0.999682,-1.6196e-05
4.50718,-0.160109,0.357574,0.344074,0.501472,1.00044,-1.62049e-05
4.54241,-0.159281,0.357384,0.344701,0.505184,1.00117,-1.62137e-05
4.57185,-0.158447,0.357194,0.345325,0.508847,1.00189,-1.62226e-05
4.60111,-0.157606,0.357004,0.345947,0.512459,1.00259,-1.62315e-05
4.62635,-0.15676,0.356816,0.346565,0.51602,1.00327,-1.62404e-05
4.65534,-0.155907,0.356628,0.347179,0.519529,1.00393,-1.62493e-05
4.69438,-0.155048,0.35644,0.34779,0.522986,1.00458,-1.62583e-05
4.72661,-0.154182,0.356253,0.348397,0.526388,1.0052,-1.62672e-05
4.75111,-0.153309,0.356066,0.349,0.529736,1.0058,-1.62762e-05
4.77568,-0.15243,0.35588,0.3496,0.533028,1.00638,-1.62853e-05
4.80393,-0.151543,0.355694,0.350194,0.536265,1.00694,-1.62943e-05
4.82708,-0.15065,0.355509,0.350784,0.539444,1.00747,-1.63034e-05
4.84719,-0.14975,0.355324,0.35137,0.542564,1.00798,-1.63125e-05
4.86965,-0.148842,0.355139,0.35195,0.545625,1.00847,-1.63216e-05
4.89581,-0.147928,0.354954,0.352525,0.548627,1.00894,-1.63308e-05
4.92789,-0.147006,0.35477,0.353094,0.551567,1.00938,-1.634e-05
4.95425,-0.146076,0.354586,0.353658,0.554446,1.0098,-1.63492e-05
4.97987,-0.145139,0.354402,0.354216,0.557262,1.01019,-1.63585e-05
5.00147,-0.144194,0.354218,0.354768,0.560014,1.01056,-1.63678e-05
5.02441,-0.143242,0.354034,0.355313,0.562702,1.0109,-1.63771e-05
5.05148,-0.142281,0.353851,0.355852,0.565324,1.01121,-1.63865e-05
5.07313,-0.141313,0.353667,0.356384,0.56788,1.0115,-1.63959e-05
5.0917,-0.140337,0.353484,0.356908,0.570368,1.01176,-1.64053e-05
5.11206,-0.139353,0.3533,0.357426,0.572788,1.01199,-1.64148e-05
5.13358,-0.13836,0.353117,0.357936,0.575139,1.0122,-1.64243e-05
5.15808,-0.137359,0.352934,0.358438,0.577419,1.01237,-1.64338e-05
5.17864,-0.13635,0.35275,0.358932,0.579628,1.01252,-1.64434e-05
5.19974,-0.135333,0.352567,0.359417,0.581765,1.01264,-1.6453e-05
5.22443,-0.134307,0.352383,0.359894,0.583829,1.01273,-1.64627e-05
5.24433,-0.133272,0.352199,0.360362,0.585818,1.01279,-1.64724e-05
5.26161,-0.132228,0.352016,0.360822,0.587731,1.01281,-1.64822e-05
5.27658,-0.131176,0.351832,0.361271,0.589568,1.01281,-1.6492e-05
5.29164,-0.130115,0.351648,0.361712,0.591327,1.01278,-1.65019e-05
5.30799,-0.129045,0.351464,0.362142,0.593007,1.01271,-1.65118e-05
5.32298,-0.127966,0.351279,0.362563,0.594607,1.01261,-1.65218e-05
5.33854,-0.126877,0.351095,0.362973,0.596126,1.01248,-1.65318e-05
5.35608,-0.12578,0.35091,0.363372,0.597562,1.01232,-1.65418e-05
5.37172,-0.124673,0.350726,0.363761,0.598915,1.01212,-1.65519e-05
5.38577,-0.123556,0.350541,0.364139,0.600182,1.01189,-1.65621e-05
5.39878,-0.12243,0.350356,0.364505,0.601362,1.01163,-1.65722e-05
5.41305,-0.121295,0.350171,0.36486,0.602454,1.01133,-1.65825e-05
5.42909,-0.12015,0.349985,0.365202,0.603457,1.011,-1.65927e-05
5.44354,-0.118995,0.3498,0.365533,0.604369,1.01063,-1.66031e-05
5.45626,-0.117831,0.349614,0.365851,0.605189,1.01023,-1.66134e-05
5.46779,-0.116656,0.349429,0.366157,0.605915,1.00979,-1.66238e-05
5.47842,-0.115471,0.349243,0.36645,0.606545,1.00932,-1.66343e-05
5.48836,-0.114276,0.349057,0.36673,0.607078,1.00881,-1.66448e-05
5.49774,-0.113071,0.348871,0.366997,0.607512,1.00826,-1.66553e-05
5.50666,-0.111855,0.348685,0.36725,0.607846,1.00767,-1.66659e-05
5.51529,-0.110628,0.348499,0.367489,0.608077,1.00705,-1.66766e-05
5.52394,-0.109391,0.348312,0.367714,0.608204,1.00639,-1.66872e-05
5.53259,-0.108143,0.348126,0.367926,0.608225,1.00569,-1.6698e-05
5.54132,-0.106883,0.34794,0.368122,0.608137,1.00496,-1.67088e-05
5.55039,-0.105612,0.347754,0.368304,0.60794,1.00418,-1.67196e-05
5.56006,-0.10433,0.347568,0.368472,0.60763,1.00337,-1.67305e-05
5.57049,-0.103036,0.347382,0.368624,0.607205,1.00251,-1.67414e-05
5.58188,-0.10173,0.347196,0.36876,0.606663,1.00162,-1.67524e-05
5.59451,-0.100413,0.34701,0.368882,0.606001,1.00069,-1.67634e-05
5.60883,-0.0990834,0.346825,0.368987,0.605218,0.999713,-1.67745e-05
5.62574,-0.0977417,0.34664,0.369077,0.604311,0.998699,-1.67856e-05
5.64528,-0.0963878,0.346455,0.36915,0.603277,0.997644,-1.67968e-05
5.66258,-0.0950217,0.346271,0.369207,0.602114,0.996549,-1.6808e-05
5.67857,-0.0936428,0.346087,0.369248,0.600818,0.995413,-1.68193e-05
5.69656,-0.0922511,0.345904,0.369272,0.599388,0.994235,-1.68307e-05
5.71566,-0.0908464,0.345722,0.369279,0.59782,0.993016,-1.68421e-05
5.73339,-0.0894285,0.34554,0.369269,0.596111,0.991756,-1.68535e-05
5.75303,-0.0879973,0.345359,0.369242,0.594259,0.990454,-1.6865e-05
5.77625,-0.0865525,0.345179,0.369197,0.59226,0.989111,-1.68766e-05
5.79682,-0.0850938,0.345001,0.369136,0.590111,0.987726,-1.68882e-05
5.817,-0.0836211,0.344823,0.369056,0.587808,0.9863,-1.68999e-05
5.83695,-0.0821342,0.344647,0.368959,0.585349,0.984832,-1.69117e-05
5.85522,-0.0806327,0.344472,0.368844,0.58273,0.983323,-1.69235e-05
5.87432,-0.0791164,0.344299,0.368711,0.579946,0.981773,-1.69354e-05
5.8977,-0.0775851,0.344128,0.368561,0.576996,0.980182,-1.69473e-05
5.92373,-0.0760386,0.343958,0.368392,0.573874,0.97855,-1.69593e-05
5.94717,-0.0744766,0.34379,0.368205,0.570577,0.976878,-1.69714e-05
5.97119,-0.0728987,0.343625,0.367999,0.567102,0.975166,-1.69835e-05
5.99994,-0.0713049,0.343462,0.367776,0.563444,0.973414,-1.69956e-05
6.02604,-0.0696947,0.343302,0.367534,0.559599,0.971624,-1.70078e-05
6.05105,-0.0680677,0.343145,0.367274,0.555562,0.969795,-1.70201e-05
6.07455,-0.0664239,0.34299,0.366995,0.55133,0.967929,-1.70323e-05
6.10062,-0.0647627,0.342839,0.366698,0.546899,0.966027,-1.70446e-05
6.12513,-0.0630838,0.342692,0.366382,0.542263,0.964088,-1.7057e-05
6.149,-0.0613873,0.342548,0.366048,0.537419,0.962115,-1.70693e-05
6.17256,-0.0596724,0.342409,0.365695,0.532362,0.960108,-1.70817e-05
6.20085,-0.0579392,0.342273,0.365324,0.527088,0.958069,-1.70941e-05
6.23593,-0.0561874,0.342143,0.364935,0.521593,0.955999,-1.71064e-05
6.26895,-0.0544161,0.342018,0.364527,0.51587,0.9539,-1.71189e-05
6.307,-0.0526255,0.341898,0.364101,0.509916,0.951774,-1.71313e-05
6.33956,-0.0508148,0.341783,0.363657,0.503725,0.949621,-1.71438e-05
6.36699,-0.0489841,0.341675,0.363195,0.497295,0.947445,-1.71565e-05
6.39235,-0.0471329,0.341574,0.362715,0.490619,0.945248,-1.71694e-05
6.42039,-0.0452612,0.34148,0.362217,0.483694,0.943031,-1.71825e-05
6.45519,-0.0433682,0.341393,0.361701,0.476515,0.940798,-1.71958e-05
6.50129,-0.0414541,0.341314,0.361167,0.469078,0.938551,-1.72092e-05
6.56431,-0.0395181,0.341243,0.360616,0.461378,0.936293,-1.72228e-05
6.61328,-0.0375603,0.341181,0.360048,0.453411,0.934028,-1.72364e-05
6.65911,-0.0355801,0.341129,0.359463,0.445172,0.931758,-1.72501e-05
6.70484,-0.0335777,0.341087,0.35886,0.43666,0.929487,-1.72639e-05
6.74316,-0.0315527,0.341056,0.358241,0.42787,0.92722,-1.72776e-05
6.77993,-0.029505,0.341035,0.357606,0.4188,0.92496,-1.72914e-05
6.82316,-0.0274344,0.341027,0.356955,0.409445,0.922711,-1.73051e-05
6.86581,-0.0253409,0.341031,0.356287,0.399806,0.920478,-1.73188e-05
6.90378,-0.0232239,0.341048,0.355604,0.389876,0.918266,-1.73326e-05
6.94733,-0.0210831,0.341079,0.354906,0.379653,0.916079,-1.73464e-05
7.00162,-0.0189193,0.341125,0.354192,0.36914,0.913923,-1.73603e-05
7.04672,-0.016732,0.341186,0.353464,0.358333,0.911803,-1.73742e-05
7.08584,-0.0145214,0.341263,0.352722,0.347233,0.909725,-1.73882e-05
7.12965,-0.0122875,0.341357,0.351966,0.335841,0.907694,-1.74022e-05
7.17473,-0.0100305,0.341468,0.351196,0.324156,0.905716,-1.74163e-05
7.21436,-0.00775009,0.341597,0.350412,0.312178,0.903797,-1.74305e-05
7.2537,-0.00544804,0.341746,0.349617,0.299919,0.901945,-1.74447e-05
7.3007,-0.00312301,0.341914,0.348808,0.287371,0.900164,-1.7459e-05
7.35268,-0.000776111,0.342104,0.347988,0.274543,0.898462,-1.74734e-05
7.3995,0.00159221,0.342314,0.347157,0.26144,0.896845,-1.74879e-05
7.44961,0.00398169,0.342547,0.346315,0.248067,0.895319,-1.75024e-05
7.51105,0.00639253,0.342803,0.345462,0.234426,0.893891,-1.75171e-05
7.56547,0.00882345,0.343082,0.344598,0.220527,0.892567,-1.75318e-05
7.6112,0.0112726,0.343386,0.343726,0.206387,0.891354,-1.75465e-05
7.65958,0.0137399,0.343715,0.342845,0.192011,0.890258,-1.75614e-05
7.71641,0.0162252,0.344069,0.341956,0.177406,0.889286,-1.75763e-05
7.76677,0.0187265,0.34445,0.341059,0.162588,0.888442,-1.75914e-05
7.81855,0.0212435,0.344858,0.340154,0.147567,0.887733,-1.76065e-05
7.88046,0.0237752,0.345294,0.339243,0.132357,0.887164,-1.76217e-05
7.93907,0.0263197,0.345757,0.338326,0.116976,0.88674,-1.7637e-05
8.00705,0.0288769,0.346249,0.337403,0.101432,0.886465,-1.76523e-05
8.06207,0.0314452,0.34677,0.336475,0.0857433,0.886344,-1.76676e-05
8.10632,0.0340229,0.34732,0.335543,0.0699305,0.886379,-1.7683e-05
8.14604,0.0366084,0.347899,0.334606,0.0540117,0.886575,-1.76985e-05
8.18976,0.0392003,0.348508,0.333667,0.0380047,0.886934,-1.77142e-05
8.23936,0.0417972,0.349146,0.332725,0.021928,0.887457,-1.77299e-05
8.28353,0.0443979,0.349814,0.33178,0.00579997,0.888146,-1.77457e-05
8.3244,0.0470015,0.350511,0.330833,-0.0103655,0.889001,-1.77615e-05
8.36977,0.0496062,0.351238,0.329885,-0.0265457,0.890024,-1.77773e-05
8.42107,0.0522098,0.351994,0.328936,-0.0427182,0.891213,-1.77931e-05
8.48061,0.0548109,0.352779,0.327987,-0.0588631,0.892566,-1.78089e-05
8.53156,0.0574075,0.353592,0.327038,-0.0749588,0.894082,-1.78245e-05
8.57891,0.059997,0.354433,0.32609,-0.0909791,0.895758,-1.78401e-05
8.63232,0.0625792,0.3553,0.325142,-0.106913,0.89759,-1.78556e-05
8.68752,0.0651525,0.356194,0.324197,-0.122742,0.899575,-1.78711e-05
8.75073,0.0677154,0.357114,0.323253,-0.138447,0.901709,-1.78865e-05
8.80522,0.0702664,0.358059,0.322311,-0.154011,0.903986,-1.79019e-05
8.86318,0.072804,0.359028,0.321371,-0.169416,0.906402,-1.79173e-05
8.93377,0.0753268,0.360019,0.320435,-0.184645,0.908949,-1.79327e-05
8.99221,0.0778335,0.361033,0.319501,-0.199684,0.911623,-1.79481e-05
9.04721,0.0803227,0.362067,0.318571,-0.214518,0.914415,-1.79636e-05
9.09229,0.0827934,0.363121,0.317644,-0.229132,0.917319,-1.79791e-05
9.13044,0.0852442,0.364194,0.316722,-0.243513,0.920327,-1.79947e-05
9.16702,0.0876753,0.365284,0.315803,-0.257658,0.923433,-1.80104e-05
9.20644,0.0900848,0.36639,0.314888,-0.271548,0.926629,-1.80261e-05
9.24994,0.0924715,0.36751,0.313979,-0.285173,0.929906,-1.80419e-05
9.29256,0.0948341,0.368644,0.313074,-0.298522,0.933255,-1.80577e-05
9.3395,0.0971712,0.369788,0.312174,-0.311582,0.936668,-1.80735e-05
9.38729,0.0994833,0.370943,0.311279,-0.324353,0.940137,-1.80893e-05
9.44063,0.10177,0.372106,0.31039,-0.336828,0.943655,-1.8105e-05
9.48485,0.10403,0.373277,0.309507,-0.349004,0.947214,-1.81208e-05
9.52182,0.106264,0.374454,0.308629,-0.360873,0.950806,-1.81364e-05
9.55949,0.108469,0.375635,0.307757,-0.372429,0.954421,-1.81521e-05
9.60038,0.110647,0.376818,0.306891,-0.383673,0.958054,-1.81676e-05
9.63683,0.112797,0.378003,0.306031,-0.394598,0.961696,-1.81832e-05
9.67364,0.11492,0.379188,0.305178,-0.40521,0.965341,-1.81986e-05
9.71728,0.117013,0.380371,0.304331,-0.4155,0.968982,-1.8214e-05
9.76933,0.119079,0.381552,0.303491,-0.425474,0.972612,-1.82293e-05
9.81168,0.121116,0.382728,0.302658,-0.435126,0.976223,-1.82444e-05
9.85041,0.123125,0.383897,0.301833,-0.444457,0.97981,-1.82595e-05
9.89691,0.125105,0.38506,0.301014,-0.453471,0.983367,-1.82745e-05
9.95195,0.127056,0.386213,0.300203,-0.462166,0.986888,-1.82894e-05
9.99469,0.12898,0.387357,0.2994,-0.470547,0.990368,-1.83043e-05
10.0346,0.130875,0.388489,0.298605,-0.478612,0.993801,-1.83191e-05
10.0794,0.132743,0.389609,0.297818,-0.486366,0.997183,-1.83338e-05
10.1167,0.134584,0.390714,0.297039,-0.49381,1.00051,-1.83485e-05
10.1542,0.136396,0.391804,0.296269,-0.500944,1.00377,-1.83631e-05
10.197,0.138182,0.392878,0.295508,-0.507773,1.00697,-1.83777e-05
10.2306,0.139941,0.393933,0.294756,-0.514298,1.0101,-1.83922e-05
10.2572,0.141673,0.39497,0.294014,-0.520523,1.01316,-1.84066e-05
10.2812,0.143379,0.395986,0.293281,-0.526449,1.01615,-1.84209e-05
10.3068,0.145058,0.396981,0.292558,-0.532079,1.01905,-1.84352e-05
10.3366,0.146712,0.397953,0.291846,-0.537415,1.02187,-1.84493e-05
10.3702,0.14834,0.398901,0.291145,-0.542458,1.0246,-1.84634e-05
10.3985,0.149943,0.399825,0.290454,-0.547213,1.02724,-1.84773e-05
10.4251,0.151521,0.400722,0.289775,-0.551679,1.02979,-1.84911e-05
10.4474,0.153073,0.401591,0.289108,-0.555859,1.03225,-1.85048e-05
10.469,0.154601,0.402433,0.288453,-0.559755,1.03461,-1.85183e-05
10.4925,0.156104,0.403245,0.287811,-0.563369,1.03687,-1.85317e-05
10.5183,0.157583,0.404026,0.287181,-0.566702,1.03902,-1.8545e-05
10.5472,0.159037,0.404777,0.286566,-0.569755,1.04107,-1.85581e-05
10.5697,0.160467,0.405494,0.285963,-0.572529,1.04302,-1.8571e-05
10.5898,0.161873,0.406178,0.285376,-0.575025,1.04485,-1.85837e-05
10.6105,0.163255,0.406827,0.284803,-0.577243,1.04657,-1.85963e-05
10.6279,0.164612,0.407441,0.284245,-0.579184,1.04818,-1.86086e-05
10.6433,0.165945,0.408019,0.283702,-0.580849,1.04967,-1.86208e-05
10.6584,0.167253,0.408559,0.283176,-0.582236,1.05105,-1.86328e-05
10.673,0.168537,0.409062,0.282667,-0.583346,1.0523,-1.86446e-05
