t,j1,j2,j3,j4,j5,j6
10.6875,0.169796,0.409525,0.282174,-0.584178,1.05343,-1.86561e-05
10.7017,0.17103,0.409949,0.2817,-0.584731,1.05444,-1.86675e-05
10.7159,0.172238,0.410332,0.281243,-0.585005,1.05532,-1.86786e-05
10.7297,0.173421,0.410674,0.280805,-0.585,1.05608,-1.86895e-05
10.7438,0.174577,0.410975,0.280386,-0.584712,1.0567,-1.87001e-05
10.7579,0.175708,0.411234,0.279986,-0.584142,1.05719,-1.87105e-05
10.7721,0.176813,0.41145,0.279606,-0.583287,1.05755,-1.87207e-05
10.7877,0.177892,0.411623,0.279246,-0.582144,1.05778,-1.87307e-05
10.8055,0.178944,0.411752,0.278907,-0.58071,1.05786,-1.87404e-05
10.8239,0.179968,0.411838,0.278589,-0.578984,1.05781,-1.87499e-05
10.8469,0.180964,0.41188,0.278292,-0.576963,1.05762,-1.87591e-05
10.8727,0.181932,0.411878,0.278018,-0.574644,1.05729,-1.87681e-05
10.8955,0.18287,0.411831,0.277766,-0.572022,1.05681,-1.87769e-05
10.9197,0.183779,0.41174,0.277537,-0.569096,1.05619,-1.87854e-05
10.9511,0.184657,0.411605,0.277331,-0.56586,1.05543,-1.87937e-05
10.9787,0.185505,0.411425,0.277149,-0.562311,1.05451,-1.88017e-05
11.003,0.186321,0.411201,0.276991,-0.558444,1.05345,-1.88096e-05
11.0256,0.187105,0.410933,0.276857,-0.554256,1.05224,-1.88172e-05
11.0499,0.187856,0.410621,0.276748,-0.54974,1.05088,-1.88246e-05
11.079,0.188574,0.410266,0.276665,-0.544891,1.04936,-1.88318e-05
11.1068,0.189257,0.409868,0.276607,-0.539704,1.0477,-1.88388e-05
11.1367,0.189906,0.409428,0.276576,-0.534173,1.04588,-1.88457e-05
11.1731,0.190519,0.408946,0.276571,-0.528293,1.04391,-1.88523e-05
11.2062,0.191095,0.408422,0.276593,-0.522056,1.04179,-1.88588e-05
11.2401,0.191635,0.407858,0.276642,-0.515456,1.03951,-1.88652e-05
11.2816,0.192137,0.407254,0.276719,-0.508487,1.03709,-1.88714e-05
11.3191,0.1926,0.406612,0.276824,-0.50114,1.03451,-1.88775e-05
11.3511,0.193024,0.40593,0.276958,-0.49341,1.03178,-1.88835e-05
11.3815,0.193408,0.405212,0.277122,-0.485288,1.02891,-1.88894e-05
11.4165,0.193751,0.404458,0.277315,-0.476765,1.02588,-1.88952e-05
11.4544,0.194053,0.403668,0.277538,-0.467837,1.02271,-1.8901e-05
11.4993,0.194313,0.402845,0.277792,-0.458495,1.0194,-1.89067e-05
11.5393,0.194531,0.401989,0.278077,-0.448734,1.01595,-1.89123e-05
11.5782,0.194705,0.401101,0.278394,-0.438539,1.01237,-1.89179e-05
11.623,0.194835,0.400184,0.278743,-0.427908,1.00865,-1.89233e-05
11.6645,0.194921,0.399239,0.279126,-0.416833,1.00481,-1.89286e-05
11.7088,0.194962,0.398266,0.279542,-0.405306,1.00084,-1.89336e-05
11.7631,0.194958,0.397269,0.279992,-0.393325,0.996764,-1.89382e-05
11.8167,0.194909,0.396249,0.280477,-0.380879,0.992578,-1.89426e-05
11.8834,0.194815,0.395207,0.280998,-0.367962,0.98829,-1.89467e-05
11.9421,0.194676,0.394145,0.281554,-0.354571,0.983911,-1.89505e-05
11.9919,0.194491,0.393067,0.282147,-0.340708,0.979451,-1.89543e-05
12.0478,0.194261,0.391973,0.282777,-0.326361,0.974916,-1.89579e-05
12.0975,0.193987,0.390866,0.283444,-0.311536,0.97032,-1.89615e-05
12.1468,0.193669,0.389749,0.284149,-0.296227,0.965673,-1.8965e-05
12.2041,0.193308,0.388624,0.284892,-0.280442,0.960987,-1.89684e-05
12.2574,0.192904,0.387493,0.285674,-0.264185,0.956278,-1.89719e-05
12.3222,0.19246,0.386359,0.286494,-0.247454,0.951556,-1.89752e-05
12.4115,0.191976,0.385225,0.287353,-0.230261,0.946837,-1.89784e-05
12.4863,0.191454,0.384093,0.28825,-0.212619,0.942136,-1.89815e-05
12.5717,0.190896,0.382967,0.289187,-0.194529,0.937466,-1.89846e-05
12.638,0.190303,0.381848,0.290161,-0.176017,0.932845,-1.89876e-05
12.6924,0.189679,0.380739,0.291173,-0.157096,0.928288,-1.89905e-05
12.7409,0.189026,0.379644,0.292223,-0.137784,0.923811,-1.89935e-05
12.7947,0.188345,0.378565,0.293308,-0.118102,0.919428,-1.89965e-05
12.858,0.187641,0.377504,0.29443,-0.0980699,0.915154,-1.89995e-05
12.9135,0.186916,0.376464,0.295586,-0.0777241,0.911007,-1.90025e-05
12.9649,0.186173,0.375447,0.296776,-0.0570889,0.906998,-1.90055e-05
13.0241,0.185416,0.374456,0.297997,-0.0361932,0.903141,-1.90086e-05
13.0866,0.184648,0.373492,0.299249,-0.0150739,0.899449,-1.90117e-05
13.1419,0.183874,0.372558,0.300529,0.00623127,0.895934,-1.90148e-05
13.1892,0.183095,0.371656,0.301836,0.0276856,0.892605,-1.90178e-05
13.2335,0.182317,0.370787,0.303168,0.0492514,0.889472,-1.90207e-05
13.2828,0.181543,0.369952,0.304521,0.0708883,0.886541,-1.90235e-05
13.3385,0.180776,0.369153,0.305895,0.0925557,0.883818,-1.90263e-05
13.3891,0.18002,0.368391,0.307286,0.114213,0.881308,-1.9029e-05
13.4389,0.179279,0.367666,0.308692,0.135821,0.879012,-1.90318e-05
13.4948,0.178556,0.36698,0.31011,0.157336,0.876931,-1.90346e-05
13.55,0.177854,0.366332,0.311538,0.178719,0.875065,-1.90375e-05
13.5999,0.177177,0.365723,0.312972,0.199932,0.873411,-1.90404e-05
13.6527,0.176528,0.365152,0.314411,0.220934,0.871966,-1.90433e-05
13.7153,0.17591,0.36462,0.31585,0.241685,0.870725,-1.90462e-05
13.781,0.175325,0.364127,0.317287,0.262153,0.86968,-1.9049e-05
13.837,0.174776,0.363671,0.31872,0.282306,0.868825,-1.90518e-05
13.8963,0.174265,0.363252,0.320144,0.302107,0.86815,-1.90548e-05
13.9652,0.173794,0.36287,0.321558,0.321531,0.867646,-1.90579e-05
14.0221,0.173364,0.362523,0.322958,0.340553,0.867303,-1.90612e-05
14.0726,0.172979,0.362211,0.324343,0.359151,0.867108,-1.90647e-05
14.1297,0.172639,0.361932,0.325707,0.377293,0.867052,-1.90683e-05
14.1968,0.172345,0.361686,0.327051,0.39497,0.867122,-1.90719e-05
14.2812,0.172098,0.361471,0.328369,0.412151,0.867305,-1.90755e-05
14.3431,0.1719,0.361287,0.329661,0.428839,0.86759,-1.90791e-05
14.3913,0.171751,0.361131,0.330924,0.445011,0.867966,-1.90827e-05
14.436,0.171651,0.361003,0.332154,0.460657,0.868419,-1.90862e-05
14.4754,0.171601,0.360902,0.33335,0.475766,0.868938,-1.90896e-05
14.516,0.171602,0.360827,0.334509,0.490337,0.869511,-1.9093e-05
14.5628,0.171653,0.360776,0.335629,0.504354,0.870128,-1.90962e-05
14.6161,0.171755,0.360748,0.336708,0.517816,0.870777,-1.90994e-05
14.6601,0.171908,0.360742,0.337743,0.530724,0.871449,-1.91024e-05
14.6966,0.172111,0.360758,0.338732,0.543068,0.872133,-1.91053e-05
14.7283,0.172365,0.360794,0.339673,0.554849,0.872819,-1.91081e-05
14.7602,0.172669,0.360849,0.340564,0.56606,0.8735,-1.91107e-05
14.7935,0.173023,0.360922,0.341402,0.576707,0.874166,-1.91133e-05
14.8252,0.173427,0.361013,0.342186,0.586787,0.87481,-1.91157e-05
14.8588,0.17388,0.361121,0.342913,0.596296,0.875423,-1.9118e-05
14.896,0.174382,0.361244,0.343581,0.605233,0.876,-1.91202e-05
14.9367,0.174934,0.361384,0.344189,0.613599,0.876534,-1.91222e-05
14.971,0.175533,0.361537,0.344733,0.62139,0.877019,-1.9124e-05
15.0057,0.176181,0.361705,0.345212,0.628605,0.877448,-1.91255e-05
15.0433,0.176877,0.361887,0.345623,0.635244,0.877818,-1.91269e-05
15.0742,0.17762,0.362082,0.345966,0.641302,0.878124,-1.9128e-05
15.105,0.17841,0.362289,0.346237,0.646778,0.878362,-1.9129e-05
15.1391,0.179246,0.362509,0.346435,0.651668,0.878528,-1.913e-05
15.1708,0.180129,0.362741,0.346559,0.655968,0.878619,-1.9131e-05
15.2038,0.181057,0.362985,0.346606,0.659675,0.878633,-1.91319e-05
15.2297,0.18203,0.36324,0.346574,0.662784,0.878567,-1.91329e-05
15.255,0.183048,0.363507,0.346463,0.66529,0.878421,-1.9134e-05
15.2776,0.184111,0.363785,0.346271,0.66719,0.878192,-1.91351e-05
15.2999,0.185217,0.364075,0.345997,0.668476,0.877881,-1.91363e-05
15.3209,0.186366,0.364376,0.34564,0.669145,0.877488,-1.91376e-05
15.3428,0.187558,0.364688,0.345199,0.669192,0.877013,-1.9139e-05
15.3635,0.188793,0.365012,0.344674,0.66861,0.876457,-1.91405e-05
15.3855,0.190072,0.365348,0.344063,0.667393,0.875823,-1.91421e-05
15.4081,0.191392,0.365696,0.343366,0.665535,0.875112,-1.91438e-05
15.4342,0.192755,0.366057,0.342584,0.663031,0.874328,-1.91455e-05
15.461,0.194159,0.366431,0.341717,0.659873,0.873475,-1.91472e-05
15.4956,0.195604,0.366819,0.340764,0.656057,0.872556,-1.91488e-05
15.5268,0.197091,0.367222,0.339726,0.651575,0.871577,-1.91504e-05
15.5561,0.19862,0.367639,0.338604,0.646422,0.870544,-1.91517e-05
15.5924,0.20019,0.368072,0.337399,0.640592,0.869463,-1.91528e-05
15.6335,0.201801,0.368522,0.33611,0.634077,0.868341,-1.91535e-05
15.6697,0.203455,0.36899,0.33474,0.626874,0.867187,-1.91539e-05
15.7056,0.20515,0.369477,0.333289,0.618973,0.866008,-1.91541e-05
15.7492,0.206889,0.369985,0.331757,0.610369,0.864815,-1.91541e-05
15.789,0.20867,0.370514,0.330147,0.601057,0.863618,-1.91539e-05
15.8255,0.210496,0.371066,0.328459,0.591029,0.862427,-1.91536e-05
15.8603,0.212365,0.371643,0.326696,0.580283,0.861256,-1.91531e-05
15.8997,0.21428,0.372246,0.324856,0.56881,0.860117,-1.91523e-05
15.9488,0.21624,0.372877,0.322943,0.556607,0.859025,-1.91514e-05
16.0026,0.218247,0.373538,0.320956,0.543672,0.857993,-1.91503e-05
16.0503,0.220301,0.374231,0.318899,0.529998,0.857038,-1.91491e-05
16.1009,0.222402,0.374959,0.316771,0.515589,0.856177,-1.91477e-05
16.1647,0.224552,0.375722,0.314575,0.500443,0.855427,-1.91461e-05
16.225,0.226751,0.376525,0.312312,0.484566,0.854806,-1.91446e-05
16.2765,0.229,0.377368,0.309984,0.467959,0.854336,-1.9143e-05
16.3316,0.231298,0.378254,0.307592,0.450632,0.854034,-1.91415e-05
16.4002,0.233646,0.379186,0.305139,0.432595,0.853922,-1.914e-05
16.4688,0.236044,0.380167,0.302626,0.413864,0.854021,-1.91385e-05
16.5534,0.238492,0.381198,0.300056,0.394453,0.854352,-1.9137e-05
16.6222,0.24099,0.382282,0.29743,0.374389,0.854936,-1.91354e-05
16.686,0.243535,0.383422,0.294751,0.353697,0.855794,-1.91337e-05
16.7615,0.246129,0.384621,0.292022,0.332397,0.856947,-1.91317e-05
16.8246,0.248769,0.385879,0.289246,0.310536,0.858415,-1.91295e-05
16.8772,0.251454,0.3872,0.286425,0.288151,0.860216,-1.91272e-05
16.9277,0.254182,0.388585,0.283564,0.265283,0.862367,-1.91249e-05
16.9861,0.25695,0.390035,0.280665,0.241986,0.864882,-1.91227e-05
17.0571,0.259754,0.391553,0.277732,0.218313,0.867776,-1.91208e-05
17.1466,0.262593,0.393138,0.274771,0.194321,0.871057,-1.9119e-05
17.2182,0.265463,0.394792,0.271783,0.170068,0.874734,-1.91175e-05
17.2765,0.268362,0.396517,0.268772,0.145597,0.878814,-1.9116e-05
17.3285,0.271282,0.39831,0.265745,0.121002,0.883295,-1.91145e-05
17.3851,0.27422,0.400171,0.262707,0.0963468,0.888172,-1.91131e-05
17.453,0.277173,0.4021,0.259659,0.0716797,0.893444,-1.91116e-05
17.5324,0.280136,0.404096,0.256606,0.0470718,0.899101,-1.91101e-05
17.8992,0.283102,0.406155,0.253555,0.0225944,0.905128,-1.91086e-05
